id,inhabitants,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
04010102,753,5.41586,2.70793,5.17928,36.95652,0.273,1.18412,-1.89682,-17.80538
04010103,7489,12.65034,5.32646,24.07531,58.16227,-1.80171,-0.72377,1.05503,-2.34193
04020204,129,0,0,0,0,0,0,0,0
04020205,1242,2.97927,1.03627,2.73752,7.23684,0.09707,0.28439,-0.09878,0.86742
04020206,2584,5.48885,1.45798,5.72755,18.24818,0.65425,-0.57765,0.55108,-5.28124
04020207,2678,3.79976,1.3269,3.02465,8.60534,0.28438,0.07141,-0.56863,0.3942
04020208,2845,3.71537,1.32242,2.53076,2.42826,-0.60118,-0.11643,0.11229,0.17826
04020209,3142,1.24481,0.36883,0.79567,1.34409,-0.72256,-0.35094,0.28021,0.38715
04020310,585,5.12821,1.7094,4.44444,29.62963,1.27382,0.21047,0.49057,18.00172
04020311,13953,5.09874,1.97487,5.58303,12.40029,-0.36071,-0.27026,-0.03879,-2.19318
04020312,4877,4.89074,1.76899,5.18762,7.43802,-0.3635,0.24357,-0.06233,-2.54029
04020313,6897,6.5051,2.42347,9.06191,23.78139,-1.31448,-0.54571,0.01165,-3.00433
04020314,12,0,0,0,0,0,0,0,0
04030415,2669,10.92113,4.30226,19.25815,53.67232,1.0213,-0.05837,-0.22542,-12.02536
04030416,10210,8.71187,3.80978,16.61117,30.62069,-1.28407,-0.24812,-0.87325,-6.20999
04030417,10426,6.37248,2.63965,10.24362,22.57511,-0.80999,-0.18735,-0.21765,-3.4453
04030518,9110,8.66882,3.59976,14.25906,35.90963,-1.66566,-0.60003,-0.15688,-5.65663
04030519,5406,8.75842,3.68142,15.29782,44.70803,-1.23648,-0.88257,-0.6029,-3.10149
04030620,8386,7.45276,2.74668,12.66396,33.13325,-1.23982,-0.62788,-1.30306,-4.36675
04030621,2949,8.92241,3.31897,16.6158,43.76997,-1.96558,-1.6788,-0.45652,-3.6586
04030622,10002,8.36168,3.79819,13.77724,33.08351,-1.46898,-0.62202,-0.34388,-4.61448
04030623,4314,8.26746,3.78788,15.46129,37.95309,-1.20517,-0.44457,-0.04648,-2.09545
04030724,6256,6.92159,2.83156,8.50384,17.89137,-0.81,-0.11033,-1.57739,-7.36866
04030725,11565,5.8307,2.25969,7.94639,17.44914,-0.95728,-0.7093,-0.22954,-0.55245
04030726,5253,6.50838,2.7095,8.9663,20.2509,-0.91764,-0.11016,-1.12598,-3.25657
04030827,11452,8.03413,3.36533,13.50856,35.75655,-1.12438,-0.7244,-1.2754,-3.26582
04030828,9239,5.42613,2.34444,8.28012,20.34314,-1.09176,-0.21246,-0.56003,-2.85589
04030929,5983,5.54638,1.81732,7.48788,11.47541,-1.17954,-1.06521,-0.7379,-2.54168
04030930,5309,4.91623,2.03241,6.04634,13.61059,-0.22029,0.00483,-0.38707,0.41356
04030931,3418,5.79585,2.37889,8.19193,15.22491,-0.25722,0.22301,0.81798,-3.97509
04031032,14349,6.53199,2.54307,8.51627,20.3876,-0.62204,-0.30394,0.0249,-1.02985
04041133,35,0,0,0,0,0,0,0,0
04041134,4744,4.42478,1.9469,6.15514,10.43478,0.08475,0.1535,0.21711,2.25721
04041135,2767,2.13191,0.79947,2.7828,5.625,0.21392,0.13809,0.00095,1.90983
04041136,2912,3.24954,0.91968,2.50687,4.13793,-0.53223,-0.44424,-0.80554,-2.66479
04041137,7700,6.22725,2.66882,8.12987,17.98942,-1.17861,-0.18119,0.93381,2.39571
04041238,5492,5.44539,2.01448,7.57465,18.14346,-0.19481,0.19924,0.9394,2.88922
04041239,168,0,0,0,0,0,0,0,0
04041240,1545,2.3199,0,1.2945,2.31481,-0.61782,-0.58754,0.23138,0.64815
04041241,6715,4.15392,1.35066,4.78034,6.67575,-0.86306,-0.50458,-0.77609,-5.66399
04041342,4025,7.07856,3.31424,10.38509,26.19926,-1.11684,0.16527,-1.30645,-6.28249
04041343,3510,5.26543,2.28744,7.74929,12.26158,-1.22919,-0.46525,0.12507,-2.96152
04041344,10562,4.63964,1.6967,7.25241,15.59561,-0.9235,-0.13747,0.52493,-0.48671
04051445,5772,7.67687,3.36177,10.39501,24.49324,-0.57189,0.44738,-1.02748,-4.70741
04051446,10035,5.57775,2.52996,7.3144,15.52239,-0.8289,-0.1988,0.35558,0.6709
04051447,5112,6.94034,2.7466,9.018,18.98496,-0.65198,-0.26669,0.11498,-0.56391
04051448,8552,6.53033,2.68087,8.58279,21.00162,-1.15257,-0.63675,0.16683,-0.383
04051549,4074,7.69759,2.71478,9.96564,21.80974,-0.66782,-0.61039,0.15928,1.53947
04051550,5258,6.7091,2.78441,10.17497,25.04318,-0.97316,0.01461,-0.25294,-0.00123
04051551,4189,7.51979,3.19921,12.03151,29.32166,-1.95283,-0.73092,-0.12837,-0.85942
04051652,9248,5.27252,2.32897,7.78547,14.47777,-1.02872,-0.14652,0.18804,-2.38209
04051653,6413,6.60813,2.5647,8.35802,14.8398,-0.7095,-0.11305,-0.0238,-3.15681
04051654,2854,6.28019,2.84487,8.37421,16.10169,-0.77284,0.27516,0.247,2.25554
04051655,6664,7.08307,3.21958,11.16447,25.23118,-1.26675,-0.36206,-1.01266,-6.49959
04051656,7336,5.86965,2.10051,6.84297,12.56545,-0.35789,-0.1949,-0.89138,-3.83153
04061757,71,0,0,0,0,0,0,0,0
05010101,9747,7.75805,2.44905,11.55227,31.27327,-0.70501,-0.20084,-0.43779,-2.08372
05010102,5566,10.25057,3.55923,12.52246,44.0678,0.45165,0.5006,0.13548,-0.2984
05010103,7464,7.02538,2.57868,7.99839,17.78058,-0.87044,0.42903,0.10187,0.26233
05010204,3208,14.57286,4.74595,26.02868,64.70588,1.19593,0.7626,1.09412,-0.54835
05010205,1941,2.97619,0.79365,3.70943,7.58123,0.0409,-0.27373,1.14401,1.25211
05010206,9946,13.39256,4.84412,18.91213,50.69501,-0.1121,0.63577,0.75749,0.73706
05010207,10930,14.87801,5.2088,28.09698,61.53389,-0.20243,0.57792,0.39957,0.59931
05010208,7262,14.37987,4.5736,21.41283,59.30372,-0.39763,0.12355,0.98866,2.53943
05010209,5949,6.26299,2.10499,7.51387,20.33384,-0.60623,-0.06146,-1.03832,-4.8874
05010310,3632,13.30368,4.81197,19.0804,49.78632,1.06562,1.03997,0.5894,-1.69882
05010311,5369,14.4898,5.44218,24.0827,60.65574,-1.57833,-0.11132,-1.94918,-6.49755
05010312,6323,15.83603,5.54477,27.10739,66.33222,-2.09386,-0.11606,0.62477,0.0939
05010313,6349,12.84522,4.77414,20.79068,52.78107,0.1208,0.66732,0.5044,-0.90696
05010314,11267,12.7713,4.29055,19.21541,54.21217,-0.0214,0.34823,0.77192,4.09616
05010339,425,10.33333,3.66667,9.17647,28.94737,-0.22567,0.56108,-0.3022,-17.4812
05020415,3983,3.02928,0.90878,2.51067,5.84192,0.53013,0.30088,0.27186,1.94971
05020416,1794,6.49123,1.92982,7.30212,22.56098,0.41947,-0.0021,-0.24184,2.77488
05020417,5568,5.17808,1.75342,4.40014,12.08054,-0.58279,-0.14875,-0.33464,-1.92912
05020418,4038,8.56206,2.62188,9.93066,20.95915,0.31083,0.07672,0.70869,0.84845
05020419,6767,13.12403,4.81215,19.29954,58.95522,-0.28494,0.53159,0.85625,0.44459
05020420,933,5.3973,1.49925,4.60879,10.41667,0.5997,-0.14993,0.18774,0.75758
05020521,2720,4.24306,1.04767,5.25735,9.58084,-1.03179,-0.34045,-0.41749,-2.49463
05020522,6332,15.05792,5.30245,27.51105,63.74765,-0.43717,0.64132,0.57835,-2.25235
05020523,11583,18.53515,6.52448,37.5982,78.27617,0.66224,0.24323,1.34369,0.50899
05020524,6069,5.50775,2.03672,5.43747,13.50877,-0.12008,0.11364,0.26058,-2.18088
05020625,7128,10.19547,3.93159,15.06734,47.1831,-1.05114,0.27305,-0.05027,-5.80089
05020626,16874,11.80172,4.03027,17.02027,44.139,-0.89684,-0.01221,-0.42275,-2.6228
05020627,3811,10.59871,3.80259,20.62451,50.08576,-0.70492,0.17223,-0.3406,-3.71171
05020628,2026,9.76277,3.55839,12.83317,43.10345,0.11365,0.82935,1.69936,-0.30315
05020629,4401,4.21687,1.41997,2.93115,7.10526,-0.10768,-0.06274,-0.17316,0.17193
05030730,3439,6.5678,1.94915,12.64903,27.43363,-2.01689,-0.69586,-3.45584,-8.24919
05030731,10672,13.04601,4.54281,19.53711,55.00782,-1.21203,0.29668,-0.23211,-3.17542
05030832,10987,10.56552,3.66897,16.18276,41.99869,-0.13262,0.43267,0.30457,0.90855
05030833,867,3.38078,0.88968,4.84429,6.66667,-0.63776,-0.50136,-1.58353,-7.77184
05040934,3414,2.6057,0.78663,2.46046,4.75,-0.06096,0.02472,0.73334,0.45136
05040935,385,9.85915,2.8169,9.61039,5.26316,-1.59123,0.9085,0.40323,-11.40351
05040936,8430,2.83565,0.46296,2.53855,5.1857,0.34263,-0.35475,0.23913,-0.12403
05040937,2154,2.33333,0.91667,1.85701,4.43548,0.19292,0.40297,0.06351,-0.17281
05040938,3552,2.87908,0.76775,1.71734,6.65188,-0.2099,0.03009,0.27089,3.85619
06010101,6797,3.95467,1.27803,3.26615,7.14286,-0.11571,0.01753,-0.33925,-2.38655
06010102,8515,5.4666,1.6982,8.4909,22.58065,-1.1957,-0.39706,-0.39159,-0.60312
06010103,6223,5.94619,2.26091,7.35979,19.79434,-0.24332,0.10021,-1.50097,-3.40783
06010204,6755,7.62868,2.73438,11.19171,28.33724,-1.42784,-0.10318,0.37278,2.80051
06010205,9427,7.12295,2.75627,8.97422,23.60248,-0.85116,0.34035,-0.84451,-1.32952
06010206,7582,6.60955,2.48878,8.29596,21.79177,-0.50767,0.1023,-0.56206,-1.55849
06010207,7820,6.62879,2.74621,9.09207,24.43243,-0.38676,0.30025,-1.44111,-5.98119
06010208,6365,7.29121,2.69554,9.69364,22.94118,-0.37079,0.17802,-0.47319,1.22044
06010209,8782,6.89655,2.38974,8.96151,25.11211,-0.44679,-0.23755,-0.3478,2.11101
06010210,4791,8.08982,3.26054,10.87456,27.22222,-1.21539,0.09676,-0.8554,-6.31436
06020301,4938,6.82288,2.8601,8.89024,20.59337,-0.01115,0.59371,0.30002,-1.05243
06020302,5351,5.2862,1.6835,5.53168,15.61939,0.37698,0.00226,0.0264,-1.50768
06020303,7125,8.10073,3.54669,12.40702,35.40291,-1.20864,0.66728,0.13481,-0.62449
06020304,6817,8.18202,2.62525,11.23661,29.55524,-0.51655,-0.05812,-0.20781,-1.9617
06020305,10942,8.70185,3.2525,13.51672,39.14824,0.30628,0.89217,-0.93562,-2.21346
06020306,6428,4.4472,1.63975,5.81829,13.96277,-0.23426,0.24014,-0.42692,-1.39104
06020407,4893,11.53721,4.80988,20.90742,65.14196,-0.11022,0.96238,-2.05538,-5.03348
06020408,6588,7.08583,2.94411,9.48695,29.9435,-0.13568,0.63937,-0.03613,2.18957
06020409,8089,6.1173,2.39647,6.16887,15.74179,0.45377,0.78727,-0.67043,-3.72826
06020410,6824,4.12395,1.39795,4.02989,6.81293,-0.42675,0.08125,-0.4816,-2.03752
06020411,8506,4.93803,2.07204,6.24265,16.9708,-0.28885,0.32974,-0.58168,-2.26695
06030501,5523,3.74471,0.74894,4.1463,11.11111,-0.97165,-0.30647,-0.15906,-0.99773
06030502,5147,6.31514,1.96199,9.86983,30.25048,-1.59605,-0.00799,-1.26088,-7.74164
06030503,11197,4.76784,1.76022,6.51067,14.79029,0.08187,0.43136,0.13592,1.38168
06030504,10918,2.97837,0.79867,2.8943,6.94752,-0.33547,-0.1435,-0.54734,-1.00196
06030605,6847,5.34002,1.96164,5.87118,13.17136,-0.31614,0.17313,-0.67324,-2.54647
06030606,4987,7.30769,3.31361,9.36435,23.63919,-0.73864,0.72294,-0.33519,0.79436
06030607,3224,3.26423,0.97045,3.66005,11.14458,-0.1515,-0.06326,0.60974,-0.42812
06030608,11413,3.43991,1.17043,2.06782,2.38908,-0.10683,-0.03186,-0.06121,-0.57476
06030609,11559,5.10644,1.76502,5.50221,12.66938,-0.24044,0.16096,0.03611,-0.7737
06030610,8099,3.40469,1.20285,3.18558,5.94947,0.10126,0.16289,-0.77845,-1.76894
06040701,9514,2.88462,0.67126,2.50158,4.49527,0.05443,-0.14265,-0.14415,-0.13136
06040702,5459,2.8117,0.88043,3.7919,5.51559,-0.10842,0.10746,-0.46736,-1.06784
06040703,10692,2.77125,0.5793,2.73101,4.66619,-0.19308,-0.11546,-0.24847,-1.46657
06040804,7596,2.54237,0.82392,1.93523,3.36538,0.49097,0.18727,-0.29171,0.16388
06040805,5208,3.03831,1.0568,3.1682,5.28701,-0.0939,0.26551,0.19791,-0.34465
06040806,7208,3.11005,0.76555,2.77469,4.53629,-0.31282,-0.25656,-0.14985,-0.36087
06040807,5844,3.92835,1.31992,4.60301,7.24832,0.23172,0.52324,0.50537,1.48463
06040808,4083,2.65879,0.6647,2.84105,4.97788,-0.7066,0.10996,-1.13149,-2.10458
06040809,5000,1.77866,0.42819,1.5,2.05128,0.16893,0.06683,-0.28285,-0.39371
06040810,6670,1.8803,0.47669,1.0045,1.25392,0.03625,-0.02383,-0.23774,-0.32836
07010101,9213,7.10841,2.69093,10.33322,21.90352,0.46212,0.27688,-0.4796,-1.07628
07010102,15037,9.38599,3.40817,21.15449,52.70496,-0.54127,0.18181,0.5455,-1.55609
07010103,9743,6.62836,1.84978,10.40747,21.841,-0.67584,-0.15212,0.26803,-1.77244
07010104,13008,11.3063,3.90154,24.35424,57.26399,-0.65452,-0.0854,0.60565,-3.24305
07020201,10293,6.59325,2.08951,8.79238,19.40299,-0.06228,-0.02689,-0.00297,-1.41868
07020202,9521,7.65591,2.4086,12.81378,33.36605,-0.80295,-0.38688,-0.01217,-2.32688
07020203,16855,8.79887,2.92251,15.33076,34.15326,-0.03093,0.29414,0.37717,-1.30341
07020204,11081,8.12613,2.54295,12.96814,34.30186,-0.49456,-0.03221,-0.44929,-3.43399
07030301,23359,4.46567,1.37071,5.51822,10.11772,-0.07266,-0.19631,-0.07922,-0.99339
07030302,8996,5.10787,1.80838,6.90307,13.35616,-0.60777,0.17084,-0.0041,-0.92955
07030303,11905,8.93318,3.09496,16.48047,38.97898,-0.59622,0.06715,-1.06867,-3.97596
07040401,16339,7.66373,2.3595,11.7143,25.50426,-0.82485,-0.17555,-0.61738,-4.97954
07040402,2094,11.37097,3.70968,13.56256,44.56522,-0.46382,-0.02344,1.18798,3.38875
07040403,22470,8.97575,3.11287,14.42368,40.05236,-0.1923,0.17807,0.16083,-0.70222
07040404,5019,7.85667,2.49836,11.93465,32.8972,-0.22379,-0.05875,0.40476,1.14044
07040405,10126,9.13955,3.36949,15.80091,46.80328,-0.96457,-0.44339,-0.26343,0.19906
07040406,3361,15.51988,5.31346,26.45046,72,-1.66699,-0.48306,1.28427,-0.26563
07050501,15427,10.04469,3.29318,15.55066,46.06025,-0.09289,-0.0047,0.64334,-0.80524
07050502,7541,9.88849,3.19798,12.10715,34.77157,0.24632,-0.10178,0.24161,-2.29509
07050503,8938,8.91141,3.18015,12.35176,35.88517,-0.01026,0.35261,0.52235,-0.20232
07050504,5426,8.44156,2.65643,14.20936,36.60436,-0.78831,-0.42999,1.61094,1.90405
07050505,10358,5.78973,1.91898,8.72755,26.43492,-0.49958,0.24734,-0.575,0.05262
07050506,2226,3.75723,1.15607,2.74034,8.76494,-0.36881,0.25584,0.09041,2.44083
07060601,9819,8.70285,2.72998,14.4312,33.72333,-0.04932,0.25164,0.63101,-4.67257
07060602,4523,4.50355,1.31206,4.73137,8.47458,0.14494,-0.31799,0.24122,0.35769
07060603,2716,7.24832,2.21477,13.4757,50.9434,-0.82254,-0.40991,-0.37329,-3.36695
07060604,13472,10.16175,3.44487,17.24317,46.4351,0.5651,0.50914,-0.25888,-0.70518
07070701,10290,5.24809,1.47901,6.20019,17.53247,0.04458,-0.1012,0.71186,0.93106
07070702,10128,5.55298,2.08817,7.31635,17.9966,-0.628,-0.01306,-0.11575,-0.69272
07070703,7811,10.7298,3.93136,15.79823,45.2071,0.50377,0.24473,0.72956,3.0425
07070704,7891,11.8432,4.4412,23.63452,60.14207,0.21024,0.54905,2.56718,3.99234
07070705,7026,3.80423,1.29032,4.41218,11.48429,-0.35482,-0.1265,-0.40502,0.24051
07070706,3636,4.59447,1.78153,5.06051,14.22319,-0.08362,0.57727,-0.32163,-1.62043
07070707,2780,2.79503,1.36646,3.20144,7.39645,-1.21677,0.00953,0.50341,-3.43158
08010115,845,5.6231,1.06383,11.59763,23.89381,-3.82315,-0.89057,-0.74651,-7.07965
08010116,3493,13.84728,4.23822,26.99685,56.743,0.40388,0.3074,-1.65164,-3.20904
08010117,15749,12.50982,3.89753,23.69674,60.88416,-1.47601,-0.48621,-2.76478,-0.18119
