id,inhabitants,status_index,dynamic_index
07050501,15427,2,+/-
07050502,7541,2,+/-
07050503,8938,2,-
07050504,5426,2,+/-
07050505,10358,2,+/-
07050506,2226,1,+/-
07060601,9819,2,+/-
07060602,4523,1,+/-
07060603,2716,2,+/-
07060604,13472,2,-
07070701,10290,2,+/-
07070702,10128,2,+/-
07070703,7811,2,-
07070704,7891,3,-
07070705,7026,1,+/-
07070706,3636,2,+/-
07070707,2780,1,+/-
08010115,845,2,+
08010116,3493,3,+/-
08010117,15749,3,+
08010118,11235,4,+/-
08010211,9836,3,+
08010212,7322,4,+
08010213,12284,4,+/-
08010214,7908,4,+/-
08010301,27427,2,+
08010302,3690,3,+/-
08010303,8267,3,+
08010404,22884,3,+/-
08010405,8917,3,+/-
08010406,6718,4,+/-
08010407,765,3,+
08010508,5258,4,-
08010509,9315,4,-
08010510,364,2,+
08020619,9713,3,+/-
08020620,9069,3,+/-
08020621,2326,1,+/-
08020622,14114,2,+/-
08020623,1263,2,+/-
08020624,1076,2,+
08020625,3287,2,-
08020726,8199,2,+/-
08020727,11346,2,+/-
08020728,8135,2,+/-
08030829,12149,3,+/-
08030830,7258,2,+/-
08030831,16851,2,+/-
08040932,2778,2,+/-
08040933,3925,2,+/-
08040934,2613,2,+/-
08041035,7603,1,+/-
08041036,6809,1,+/-
08041037,9599,2,+/-
08041038,6386,1,+/-
08041039,3578,2,+/-
08041040,8002,2,+/-
09010101,10981,2,+/-
09010102,68,0,0
09010201,4199,2,+/-
09010202,6670,2,+/-
09010301,14481,2,+/-
09010302,2891,1,+/-
09010401,7795,2,+/-
09010402,10573,2,+/-
09020501,5693,3,+
09020502,13814,2,+/-
09020601,7169,2,+/-
09020602,3431,2,+/-
09020701,241,0,0
09020702,15282,2,+/-
09020801,2792,2,+/-
09020802,7100,3,-
09030901,12211,1,+/-
09030902,5778,4,+/-
09030903,7742,2,+/-
09031001,12023,2,+/-
09031101,5563,2,+/-
09031201,1753,1,+/-
09031202,2288,1,+/-
09041301,13815,2,+/-
09041302,1784,1,+/-
09041401,4587,2,+
09041402,1520,2,+/-
09041501,6950,2,+/-
09041601,6540,1,+/-
09051701,3439,2,+/-
09051702,13999,2,+/-
09051801,8956,1,+/-
09051901,9434,2,+/-
09052001,12282,2,+/-
10010101,5560,4,+/-
10010102,17233,4,+/-
10010203,656,0,0
10010204,10065,4,+/-
10010205,7840,3,+/-
10010206,16322,2,+/-
10010207,10498,3,+/-
10010308,1693,2,+/-
10010309,14340,2,+/-
10010310,17293,2,+/-
10010311,2957,2,+/-
10020412,6333,4,+/-
10020413,14708,3,+/-
10020414,1639,3,+
10020415,5205,4,-
10020416,5268,4,-
10020517,8781,2,+/-
10020518,4975,2,+/-
10020519,4923,4,+/-
10020620,3301,3,-
10020621,5827,3,+/-
10020622,8728,2,+/-
10020623,6612,2,+/-
10030724,7832,1,+/-
10030725,5863,2,+/-
10030726,2674,1,+/-
10030727,8965,1,+/-
10040828,7685,2,+/-
10040829,3582,1,+/-
10040830,7444,1,+/-
10040931,8925,1,+/-
10040932,3869,1,+/-
10040933,14283,1,+/-
11010101,473,1,+
11010102,2485,1,+/-
11010103,1284,1,+/-
11010204,8497,3,+/-
11010205,6581,3,+/-
11010206,5786,2,+/-
11010207,6575,2,+/-
11010308,11116,3,+/-
11010309,9521,3,+/-
11010310,5253,2,+/-
11020411,7426,2,+/-
11020412,6083,2,+/-
11020513,3420,1,+/-
11020514,8103,2,+/-
11020515,14188,2,+/-
11020516,3751,1,+
11030617,6021,3,-
11030618,15610,2,+/-
11030619,10258,2,+/-
11030720,3697,2,+
11030721,20701,2,+/-
11030824,9814,2,+/-
11040925,3392,2,+
11040926,26348,2,+
11041022,4929,2,+/-
11041023,5781,2,+/-
11041027,2713,3,+/-
11041128,24411,2,+/-
11051229,3305,2,+/-
11051330,7967,2,+/-
11051331,9266,1,+/-
11051332,5750,1,+/-
12103115,7374,3,+/-
12103116,9012,2,+/-
12103117,9629,3,+/-
12103218,12775,2,+/-
12103219,8389,2,+/-
12103220,4541,2,+/-
12214125,7089,2,-
12214126,7506,2,+/-
12214421,2456,2,+
12214422,7522,4,+/-
12214423,5506,2,+/-
12214424,9736,3,+/-
12214527,10064,2,+/-
12214528,205,0,0
12224229,5972,1,+/-
12224230,17707,1,+/-
12231101,16167,1,+/-
12231102,16633,1,+/-
12301203,13554,2,-
12301204,6180,2,+/-
12301205,4794,1,+/-
12301206,4806,1,+/-
12302107,2917,2,+/-
12302108,13392,4,-
12302109,10296,4,+
12302110,9273,3,+/-
12302211,3249,2,-
12302212,5217,3,-
12304313,6379,2,+/-
12304314,9547,2,+/-
