id,inhabitants,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
050308,11854,10.04864,3.46902,15.37034,38.00695,-0.0899,0.38732,0.25098,-0.00294
050409,17935,2.92972,0.69535,2.52579,5.30421,0.10138,-0.08875,0.32274,0.56318
060101,21535,5.18539,1.7488,6.51498,16.81693,-0.6433,-0.14535,-0.73361,-1.77205
060102,51522,7.11062,2.68826,9.44645,24.65777,-0.70302,0.09918,-0.60615,-0.97248
060203,41601,7.25527,2.72835,10.18726,27.69366,-0.18333,0.46223,-0.24045,-1.43825
060204,34900,6.39497,2.56832,8.46132,24.0984,-0.03127,0.55419,-0.58928,-1.65528
060305,32785,4.31537,1.33961,5.43846,13.45427,-0.47091,0.07009,-0.34831,-0.99905
060306,46129,4.57589,1.67749,4.5893,9.55291,-0.21768,0.16464,-0.26629,-1.18513
060407,25665,2.82101,0.68093,2.87162,4.80687,-0.08612,-0.07349,-0.25794,-0.90905
060408,41609,2.6989,0.78649,2.50186,3.98026,0.00056,0.10777,-0.16803,-0.29894
070101,47001,8.93547,3.09171,17.69111,43.21144,-0.42335,0.05233,0.28922,-2.11025
070202,47750,7.97051,2.56245,12.8712,31.13519,-0.30583,0.01694,0.00948,-2.03394
070303,44260,5.82744,1.93494,8.74831,18.79183,-0.3002,-0.04192,-0.30505,-2.09341
070404,59409,9.06744,3.07047,14.35304,37.704,-0.58731,-0.08628,0.01672,-1.42337
070505,49916,8.54957,2.83195,12.32871,35.63869,-0.19927,0.05691,0.37425,-0.02904
070606,30530,8.58397,2.78545,14.15329,36.76942,0.19347,0.22276,0.08734,-1.99803
070707,49562,6.79477,2.43493,10.21145,28.33333,-0.10258,0.13471,0.70056,1.92271
080101,31322,12.87182,4.05094,27.17898,65.95536,-1.29653,-0.28962,-2.29304,-0.43509
080102,37350,12.96369,4.16386,28.83534,69.58425,-1.39342,-0.35277,-2.4276,0.43853
080103,39384,10.0593,2.99086,21.60522,56.92503,-1.69193,-0.46241,-1.49672,-2.56541
080104,39284,12.31196,3.90787,26.2906,64.18723,-1.17284,-0.15378,-1.27165,-1.17484
080105,14937,17.72492,5.05688,41.94952,76.62058,0.56188,-0.16051,1.19472,2.80479
080206,40848,9.58226,3.02033,17.67773,44.32089,-0.38492,-0.15016,-0.05431,-1.7874
080207,27680,7.03157,2.12569,11.60405,33.99755,-0.08367,-0.12311,0.02634,0.62282
080308,36258,11.21796,3.5293,22.41436,59.34724,-0.65146,-0.10865,-0.154,-2.55136
080409,9316,5.96282,1.89407,10.00429,29.2113,-0.45598,-0.35075,-0.89654,-1.0595
080410,41977,4.90747,1.38329,7.28732,21.0739,-0.13464,-0.13198,-0.21357,-0.03987
090101,11049,10.33509,3.78053,12.92425,30.36283,-0.73473,-0.78065,-0.66615,-3.9841
090102,10869,8.24788,3.01787,9.40289,24.28964,-1.22438,-0.5455,0.92674,0.96268
090103,17372,7.7851,2.67236,8.68639,25.28474,-1.04722,-0.6253,0.57195,-1.29293
090104,18368,6.56947,2.42124,7.06664,17.64425,-0.40937,-0.0191,0.55351,-0.05266
090205,19507,11.56176,4.41942,15.51751,40.03196,-1.48706,-0.63249,0.00413,-2.13724
090206,10600,8.35349,3.0027,10.00943,31.17904,-1.05757,-0.45901,0.42187,-2.43054
090207,15523,8.45506,3.10535,8.68389,22.1021,-0.76217,-0.3836,0.76323,-0.19049
090208,9892,10.87355,4.16921,16.10392,46.76309,-0.98317,-0.10108,1.30869,-0.22582
090309,25731,7.16009,2.61489,9.64595,24.71264,-0.26786,-0.2728,-0.37782,-2.17767
090310,12023,4.57071,1.30051,5.215,15.01754,-0.44978,-0.47972,0.26902,0.66076
090311,5563,5.36513,1.81818,3.70304,9.93031,0.66506,0.33395,-0.2283,-1.0963
090312,4041,3.56154,1.3059,1.43529,2.10084,-0.13209,0.41165,-0.46033,-1.09065
090413,15599,7.06385,2.48604,6.22476,17.75837,-0.17342,-0.10335,0.39164,-0.57008
090414,6107,5.42838,2.02747,6.68086,20.8547,-1.33641,-0.88515,-0.78568,-6.55909
090415,6950,10.38492,3.88933,14.97842,37.23106,-0.39103,-0.06323,-0.29834,-2.74949
090416,6540,3.98056,1.15714,2.4159,4.64789,-0.21269,-0.14186,-0.31896,-0.83359
090517,17438,5.02885,1.61789,3.97408,7.89729,-0.10067,-0.26328,-0.09273,-1.63618
090518,8956,3.55348,0.95118,2.38946,5.51471,0.31024,-0.29206,-0.07731,0.43808
090519,9434,7.21531,2.69961,8.08777,20.07505,-1.3872,-0.4301,-0.46572,-5.6646
090520,12282,6.17266,2.40288,4.64908,12.85598,-0.48166,-0.2902,-0.38328,0.0691
100101,22793,14.98125,5.47357,27.87698,64.71055,-0.97142,0.38255,-0.07948,-2.85183
100102,45381,12.71026,4.8762,20.18025,54.07358,-0.82523,0.34021,0.26902,-3.22502
100103,36283,9.46507,3.47152,13.75851,41.56568,-0.66045,0.24369,-0.02096,-2.92518
100204,33153,15.30738,5.46046,25.81968,62.42401,-0.40354,0.32041,0.58427,-1.68186
100205,18679,11.61954,4.34815,19.05884,52.01628,-0.99077,0.42628,0.56863,-2.17154
100206,24468,10.37567,3.61821,15.68171,44.49794,-0.83087,0.11836,-0.04236,-2.56315
100307,25334,4.52694,1.54914,3.66306,6.99541,-0.13002,-0.00511,-0.21473,-1.53499
100408,18711,4.08694,1.40824,3.6075,9.82222,-0.51782,0.02756,-0.28005,-1.12601
100409,27077,3.32273,1.08108,2.07926,3.81553,-0.25228,0.00223,0.07359,-0.02931
110101,4242,3.39836,1.06986,3.67751,6.78643,-1.23782,-0.37895,0.54271,-2.2662
110102,27439,12.67238,4.29768,20.29593,52.89003,-1.21595,-0.43259,1.27614,0.56096
110103,25890,12.27462,4.27744,17.85245,51.67623,-1.19762,-0.4519,0.9796,-0.10779
110204,13509,6.71029,2.30701,9.34932,26.78571,-0.99219,-0.2715,1.07197,-0.55386
110205,29462,7.53964,2.42905,9.9552,28.05855,-1.60601,-0.71477,0.41014,-0.87169
110306,31889,10.97195,3.71597,14.23375,45.94276,-0.88679,-0.42153,0.71056,-0.67233
110307,24398,9.07681,3.14006,10.47217,28.02822,-1.86906,-0.64705,-0.31136,-4.84597
110308,9814,9.49555,3.40465,14.89709,46.98795,-1.76643,-0.46116,-0.78293,-3.09665
110409,29740,9.81762,3.36299,12.07801,30.80035,-2.44172,-0.95627,0.08776,-2.10186
110410,13423,12.97692,4.65035,15.98748,47.89474,-1.32084,-0.14367,0.44011,-1.81791
110411,24411,9.19785,3.13948,11.08517,41.25054,-1.36687,-0.54678,-0.13565,-1.52875
110512,3305,5.4473,1.77148,3.84266,4.2879,-0.2175,-0.38208,-0.02348,-0.76828
110513,22983,4.65775,1.39604,4.30318,7.43777,-0.94362,-0.48471,-0.32147,-1.28297
121031,26015,12.53201,3.89155,23.01365,56.42164,-1.01106,-0.33074,0.71733,0.15679
121032,25705,10.6479,3.07025,18.65396,53.46697,-0.98619,-0.40575,0.4286,0.62116
122141,14595,8.22385,2.59646,12.94964,35.65062,0.3107,0.06508,-0.35656,-1.6746
122144,25220,11.91319,3.55037,21.55036,57.83278,-0.75142,-0.26162,-0.10133,-1.71045
122145,10269,5.53552,1.81904,6.84585,16.26443,-0.38441,-0.17504,-0.35392,-3.04664
122242,23679,3.26184,0.86343,2.38186,5.43624,0.06206,-0.0801,-0.14752,-0.07368
122311,32800,2.90275,0.93246,2.23476,3.76798,-0.09161,0.03363,0.10943,-0.03292
123012,29334,6.15651,1.82094,7.61915,18.27757,0.19937,-0.14651,0.31628,1.2044
123021,35878,12.57446,3.80845,28.17325,66.80666,-0.18272,-0.18369,0.61372,-0.0233
123022,8466,10.2944,2.69386,19.09993,51.43105,1.12178,-0.37049,2.59616,8.58791
123043,15926,7.58654,2.55485,9.05438,23.27297,-0.03941,0.00633,0.01186,0.71513
