id,inhabitants,status_index,dynamic_index
04501148,4436,2,+/-
04501149,9834,2,+/-
04501150,3071,2,+/-
04501151,7572,2,+/-
04501152,6913,2,+/-
04501153,7489,2,-
05100101,4079,2,+/-
05100102,4390,2,+/-
05100103,5873,2,+
05100104,4830,2,+/-
05100105,7608,2,+/-
05100206,3619,3,-
05100207,2314,1,+/-
05100208,10703,4,+/-
05100209,11547,4,+/-
05100210,7709,3,+
05100211,6068,2,+/-
05100312,4025,2,+
05100313,5756,3,+
05100314,7335,4,+/-
05100315,6753,3,+/-
05100316,10341,2,+/-
05100317,3670,2,-
05200418,3839,1,+/-
05200419,1694,2,+/-
05200420,5780,2,+/-
05200421,4386,2,+/-
05200422,1057,2,-
05200423,6606,3,+/-
05200524,3367,2,+/-
05200525,2431,1,+/-
05200526,5734,4,+
05200527,11620,4,+/-
05200528,7019,2,+/-
05200629,7858,2,+/-
05200630,9806,2,+/-
05200631,8462,2,+/-
05200632,3739,3,+/-
05200633,2003,2,+/-
05200634,4436,2,+/-
05300735,1925,2,-
05300736,3667,2,+/-
05300737,10901,3,+/-
05300838,21,,
05300839,7660,2,+/-
05300840,486,2,+
05300841,4573,2,+/-
05400942,3642,2,+
05400943,10315,1,+/-
05400944,2198,1,-
05400945,3682,1,+/-
06100101,6988,1,+/-
06100102,8808,2,+/-
06100103,6281,2,+/-
06100204,6887,2,+/-
06100205,9881,2,+/-
06100206,7694,2,+/-
06100207,8008,2,+/-
06100208,6824,2,+/-
06100209,9339,2,+/-
06100210,4868,2,+/-
06200311,4937,2,+/-
06200312,6097,2,+/-
06200313,7410,2,+/-
06200314,7313,2,+/-
06200315,5841,2,+/-
06200316,5558,2,+/-
06200317,6402,2,+/-
06200418,0,,
06200419,4636,2,+
06200420,7055,2,+/-
06200421,8349,2,+/-
06200422,7062,2,+/-
06200423,8627,2,+/-
06300524,5670,2,+/-
06300525,5616,2,+/-
06300526,3311,2,+/-
06300527,8385,2,+/-
06300528,11050,1,+/-
06300629,7088,2,+/-
06300630,5612,2,-
06300631,3152,1,+/-
06300632,13747,1,+/-
06300633,12046,2,+/-
06300634,8511,1,+/-
06400735,10126,1,+/-
06400736,5234,1,+/-
06400737,11498,1,+/-
06400838,7511,1,+/-
06400839,5278,1,+/-
06400840,7266,1,+/-
06400841,5958,2,+/-
06400842,4810,1,+/-
06400843,4902,1,+/-
06400844,7204,1,+/-
07100101,9808,2,+/-
07100102,8675,2,+/-
07100103,7712,3,+/-
07100204,10468,2,+/-
07100205,5257,4,+/-
07100206,8223,2,+
07200307,10578,2,+/-
07200308,10501,2,-
07200409,9460,2,+/-
07200410,5565,3,-
07200411,2786,2,+/-
07200412,1094,2,+
07200413,7886,2,+/-
07200414,3736,2,+/-
07300515,6860,2,+/-
07300516,8839,2,+/-
07300517,8767,2,+/-
07300618,9371,2,+/-
07300619,12302,2,+/-
07400720,12038,2,+/-
07400721,5464,2,+/-
07400822,2255,2,+
07400823,9832,2,+/-
07400824,7390,2,+/-
07400825,7360,2,+/-
07400826,5114,2,+/-
07400927,11104,2,+/-
07400928,3980,4,+/-
07501029,8138,2,+/-
07501030,8890,2,+/-
07501031,9101,2,+/-
07501032,5653,2,+/-
07501133,8141,2,+/-
07501134,10584,2,+/-
07501135,2233,2,+/-
07601236,10193,3,-
07601237,4740,2,+/-
07601238,2869,2,+/-
07601339,5749,3,+/-
07601340,6429,2,+/-
07601341,2284,2,+/-
07601442,10498,2,+/-
07601443,10895,2,+/-
07601544,8485,2,+/-
07601545,8431,4,+/-
07601546,6978,2,+/-
07601547,3859,2,-
07601548,2964,2,+/-
08100101,4516,3,+/-
08100102,8218,2,+/-
08100103,7473,3,+/-
08100104,6706,4,+/-
08100105,5567,4,+/-
08100206,9668,3,+/-
08100207,7451,4,+/-
08100208,12288,3,+/-
08100209,8524,4,+/-
08100310,7877,2,+/-
08100311,7342,2,+/-
08100312,11788,2,+/-
08100313,3868,2,+
08100314,8264,3,+/-
08100415,6530,2,+/-
08100416,6562,2,+/-
08100417,9919,4,+/-
08100418,9588,2,+/-
08100419,7100,4,+/-
08100520,5767,4,-
08100521,9620,4,+/-
08200622,5608,4,+/-
08200623,6064,2,-
08200624,8754,3,+/-
08200725,2455,2,-
08200726,6271,2,+/-
08200727,7983,2,+/-
08200728,1253,2,+/-
08200729,1865,2,+/-
08200730,3321,2,-
08200831,8320,2,+/-
08200832,11578,2,-
08200833,8698,3,+/-
08300934,12534,4,+/-
08300935,7303,2,+/-
08301036,7190,3,+/-
08301037,10564,4,-
08401138,2834,3,+/-
08401139,4103,2,+/-
08401140,2661,2,+/-
08401241,8264,2,+/-
08401242,6844,2,+/-
08401243,9997,2,+/-
08401244,7118,2,+/-
08401245,3776,2,+/-
08401246,7951,2,-
09100101,13167,2,+/-
09100202,4375,2,+/-
09100203,6924,2,+/-
09100304,11722,2,+/-
09100305,4074,2,+/-
09100306,3098,2,-
09100407,8480,2,+/-
09100408,8105,2,+/-
09100409,3375,2,+/-
09200510,7535,2,+/-
09200511,12663,2,+/-
09200512,3440,2,+/-
09200613,9424,2,+
09200614,3580,2,+/-
09200715,3059,2,-
09200716,7669,2,+/-
09200717,9482,2,+/-
09200818,3061,2,+/-
09200819,8292,2,+/-
09300920,11751,2,-
09300921,2697,1,+/-
09300922,5660,4,-
09300923,8169,2,-
09301024,2417,1,+/-
09301025,10760,2,+/-
09301126,7217,2,+/-
09301227,1871,1,+/-
09301228,2571,1,+/-
09401329,10138,2,+/-
09401330,1911,1,+/-
09401431,5445,2,+/-
09401432,1569,2,+/-
09401433,4368,2,+/-
09401534,7337,2,+
09401635,6867,1,+/-
09501736,4575,2,+
09501737,14434,1,+/-
09501838,9856,1,+/-
09501939,6377,2,+/-
09501940,2678,2,+/-
09501941,2678,2,+/-
09502042,4106,2,+/-
09502043,9188,2,+/-
10100101,5709,2,+
10100102,3317,3,+
10100103,7685,2,+/-
10100104,7611,2,+
10100205,1262,,
10100206,10586,2,+/-
10100207,8198,2,+
10100208,9163,2,+/-
10100209,8153,2,+/-
10100210,10782,2,+/-
10100311,2228,2,-
10100312,14860,2,+
10100313,4793,2,+/-
10100314,6309,2,+/-
10100315,7171,2,+/-
10100316,3681,2,+/-
10200417,7171,3,+
10200418,5445,2,+
10200419,3564,2,+
10200420,7159,3,-
10200421,1716,2,+
10200422,6503,4,+/-
10200423,5929,3,+
10200524,9975,2,-
10200525,5317,3,-
10200526,6111,3,+/-
10200627,3465,2,+
10200628,6342,3,+
10200629,8919,2,+/-
10200630,6487,2,+/-
10300731,7805,1,+/-
10300732,6952,2,-
10300733,3938,1,+
10300734,10260,1,+/-
10400835,7807,1,+/-
10400836,3868,1,+/-
10400837,7733,1,+/-
10400938,9921,1,+/-
10400939,4457,1,+/-
10400940,5801,1,+/-
10400941,9578,1,+/-
11100101,3302,1,+/-
11100102,2189,2,-
11100203,8986,3,+/-
11100204,7052,2,+
11100205,6095,2,+/-
11100206,7609,3,-
11100307,11690,2,+/-
11100308,9583,3,+/-
11100309,5825,2,+/-
11200410,9998,2,+/-
11200411,6856,2,+/-
11200512,3898,2,-
11200513,9897,2,+/-
11200514,15296,2,+/-
11200515,4125,1,+/-
11300616,6058,3,+/-
11300617,4292,2,+/-
11300618,3713,2,+/-
11300619,8422,2,+/-
11300620,11266,2,+/-
11300721,5263,2,+/-
11300722,9901,2,+/-
11300723,2413,2,+
11300724,3989,2,+/-
11300725,9837,2,+/-
11300826,9956,2,+/-
11400927,4218,2,+/-
11400928,2359,2,+/-
11400929,16111,2,+/-
11400930,4615,2,+/-
11400931,6764,2,+
11401032,5824,2,+/-
11401033,6756,2,+/-
11401034,3195,2,+/-
11401135,10139,2,-
11401136,8155,2,+/-
11401137,8708,2,+/-
11501238,4244,2,+/-
11501339,10346,2,+/-
11501340,10640,1,+/-
11501341,7252,1,+/-
12100101,10985,3,+/-
12100102,9986,3,+/-
12100103,7702,3,+/-
12100204,8869,2,+/-
12100205,14057,2,+
12100206,4661,2,+/-
12200307,2753,2,+
12200308,5667,2,+/-
12200309,10629,4,+
12200310,8270,4,+/-
12200411,393,2,+/-
12200412,6355,2,+/-
12200413,8091,3,+/-
12200414,1428,2,+/-
12200515,10959,2,+/-
12400616,6011,1,+/-
12400617,6871,1,+/-
12400618,3764,1,+/-
12400619,7730,1,+/-
12400720,8662,1,+/-
12400721,8027,1,+/-
12400722,8608,1,+/-
12400723,8118,1,+/-
12500824,9665,2,+/-
12500825,6750,2,+/-
12500926,5065,2,+/-
12500927,6434,2,+/-
12500928,5166,2,+/-
12500929,5160,1,+/-
12500930,9936,2,+/-
12601031,3310,2,+/-
12601032,5922,4,+/-
12601133,11610,4,+/-
12601134,14722,4,+/-
12601235,10656,4,+/-
12601236,3131,2,+
