id,planning_area_name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class
07060603,Marienfelde Nordost,2740,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
07060604,Marienfelde Süd,13843,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070701,Kettinger Straße/Schillerstraße,10408,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070702,Alt-Lichtenrade/Töpchiner Weg,10151,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070703,John-Locke-Straße,7480,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070704,Nahariyastraße,8128,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
07070705,Franziusweg/ Rohrbachstraße,7008,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070706,Horstwalder Straße/ Paplitzer Straße,3723,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
07070707,Wittelsbacherstraße,2823,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
08010115,Hasenheide,867,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
08010116,Wissmannstraße,3524,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08010117,Schillerpromenade,16108,3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv"
08010118,Silbersteinstraße,11773,4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv"
08010211,Flughafenstraße,10204,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08010212,Rollberg,7474,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
08010213,Körnerpark,12812,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08010214,Glasower Straße,8249,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
08010301,Reuterkiez,28139,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08010302,Bouchéstraße,3780,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08010303,Donaustraße,8552,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08010404,Rixdorf,23397,3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv"
08010405,Hertzbergplatz,9035,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
08010406,Treptower Straße Nord,7031,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
08010407,Gewerbegebiet Ederstraße,801,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
08010508,Weiße Siedlung,5474,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
08010509,Schulenburgpark,9508,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
08010510,Gewerbegebiet Köllnische Heide,383,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
08020619,Buschkrugallee Nord,10579,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020620,Tempelhofer Weg,9226,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08020621,Mohriner Allee Nord,2318,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
08020622,Parchimer Allee,14195,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020623,Ortolanweg,1264,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020624,Britzer Garten,1142,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020625,Handwerker-Siedlung,3331,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020726,Buckow West,8291,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020727,Buckow Mitte,11436,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08020728,Buckow Ost,8286,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
08030829,Gropiusstadt Nord,12327,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08030830,Gropiusstadt Süd,7272,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08030831,Gropiusstadt Ost,16867,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
08040932,Goldhähnchenweg,2757,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08040933,Vogelviertel Süd,3941,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
08040934,Vogelviertel Nord,2686,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08041035,Blumenviertel,7847,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08041036,Zittauer Straße,6802,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
08041037,Alt-Rudow,9632,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
08041038,Waßmannsdorfer Chaussee,6690,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
08041039,Frauenviertel,3725,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
08041040,Waltersdorfer Chaussee Ost,7991,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010101,Elsenstraße,11330,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010102,Am Treptower Park Nord,71,0,,0,,0,
09010201,Am Treptower Park Süd,4252,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010202,Köpenicker Landstraße,6722,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010301,Baumschulenstraße,14704,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010302,Späthsfelde,2943,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09010401,Johannisthal West,7844,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09010402,Johannisthal Ost,10737,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020501,Oberschöneweide West,6147,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
09020502,Oberschöneweide Ost,14214,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020601,Schnellerstraße,7437,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020602,Oberspree,3434,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020701,Adlershof West,508,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
09020702,Adlershof Ost,15934,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020801,Spindlersfeld,2881,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09020802,Köllnische Vorstadt,7268,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
09030901,Dorf Altglienicke,12317,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09030902,Wohngebiet II,5827,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
09030903,Kölner Viertel,7800,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09031001,Bohnsdorf,12240,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09031101,Grünau,5649,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09031201,Karolinenhof,1764,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09031202,Schmöckwitz/ Rauchfangswerder,2351,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
09041301,Kietzer Feld/Nachtheide,13933,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09041302,Wendenschloß,1792,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09041401,Allende I,4845,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09041402,Allende II,1480,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09041501,Altstadt Kietz,7173,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
09041601,Müggelheim,6522,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09051701,Hirschgarten,3522,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09051702,Bölschestraße,14383,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09051801,Rahnsdorf/Hessenwinkel,9041,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
09051901,Dammvorstadt,10075,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
09052001,Köpenick Nord,12300,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010101,Marzahn West,5545,3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv"
10010102,Havemannstraße,17726,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
10010203,Gewerbegebiet Bitterfelder Straße,788,0,,0,,0,
10010204,Wuhletalstraße,10220,3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv"
10010205,Marzahn Ost,8035,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
10010206,Ringkolonnaden,16406,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010207,Marzahner Promenade,10655,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010308,Marzahner Chaussee,2148,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010309,Springpfuhl,14403,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010310,Alt-Marzahn,17603,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10010311,Landsberger Tor,2944,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
10020412,Alte Hellersdorfer Straße,6617,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
10020413,Gut Hellersdorf,14967,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
10020414,Helle Mitte,1658,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
10020415,Hellersdorfer Promenade,5304,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
10020416,Böhlener Straße,5406,4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv"
10020517,Adele-Sandrock-Straße,8786,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
10020518,Schleipfuhl,5045,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10020519,Boulevard Kastanienallee,5799,4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv"
10020620,Kaulsdorf Nord II,3357,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
10020621,Gelbes Viertel,5915,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
10020622,Kaulsdorf Nord I,8717,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10020623,Rotes Viertel,6507,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10030724,Oberfeldstraße,7728,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10030725,Buckower Ring,5810,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10030726,Alt-Biesdorf,2844,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10030727,Biesdorf Süd,9188,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10040828,Kaulsdorf Nord,7609,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
10040829,Alt-Kaulsdorf,3583,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10040830,Kaulsdorf Süd,7426,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10040931,Mahlsdorf Nord,9124,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10040932,Alt-Mahlsdorf,3905,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
10040933,Mahlsdorf Süd,14405,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
11010101,Dorf Malchow,560,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
11010102,Dorf Wartenberg,2562,1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ"
11010103,Dorf Falkenberg,1285,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
11010204,Falkenberg Ost,8818,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
11010205,Falkenberg West,6670,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
11010206,Wartenberg Süd,5853,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11010207,Wartenberg Nord,6882,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11010308,Zingster Straße Ost,10996,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
11010309,Zingster Straße West,9551,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
11010310,Mühlengrund,5237,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
11020411,Malchower Weg,7779,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
11020412,Hauptstraße,6088,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11020513,Orankesee,3390,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
11020514,Große-Leege-Straße,8286,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11020515,Landsberger Allee,14317,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11020516,Weiße Taube,3705,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
11030617,Hohenschönhausener Straße,6124,3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv"
11030618,Fennpfuhl West,15750,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11030619,Fennpfuhl Ost,10596,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11030720,Herzbergstraße,5128,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11030721,Rüdigerstraße,21946,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11030824,Frankfurter Allee Süd,10004,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11040925,Victoriastadt,3553,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11040926,Weitlingstraße,27214,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11041022,Rosenfelder Ring,5088,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
11041023,Gensinger Straße,5902,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
11041027,Tierpark,2738,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv"
11041128,Sewanstraße,24697,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11051229,Rummelsburg,3420,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11051330,Karlshorst West,8240,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
11051331,Karlshorst Nord,9595,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
11051332,Karlshorst Süd,6491,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12103115,Breitkopfbecken,7449,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
12103116,Hausotterplatz,9180,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
12103117,Letteplatz,10039,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
12103218,Teichstraße,13017,3,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ"
12103219,Schäfersee,8551,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
12103220,Humboldtstraße,4588,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12214125,Waldidyll/Flughafensee,7005,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12214126,Tegel Süd,7551,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12214421,Reinickes Hof,2603,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
12214422,Klixstraße,7688,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
12214423,Mellerbogen,5534,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12214424,Scharnweberstraße,10325,3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil"
12214527,Alt-Tegel,10380,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12214528,Tegeler Forst,253,0,,0,,0,
12224229,Konradshöhe/Tegelort,6013,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12224230,Heiligensee,17860,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12231101,Hermsdorf,16287,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12231102,Frohnau,16686,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12301203,Wittenau Süd,14476,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12301204,Wittenau Nord,6167,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12301205,Waidmannslust,4825,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12301206,Lübars,4969,1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil"
12302107,Schorfheidestraße,3005,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ"
12302108,Märkisches Zentrum,13526,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
12302109,Treuenbrietzener Straße,11183,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil"
12302110,Dannenwalder Weg,9957,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
12302211,Lübarser Straße,3280,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12302212,Rollbergesiedlung,5472,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ"
12304313,Borsigwalde,6452,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
12304314,Ziekowstraße/Freie Scholle,9679,2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil"
