id,inhabitants,status_index,dynamic_index
03061126,15187,2,+/-
03061131,10521,2,+/-
03061227,14520,2,+/-
03061228,12619,2,+/-
03061332,22519,2,+/-
03061429,10082,2,+/-
03061430,3921,2,+
03061434,6238,2,+/-
03061435,3875,2,+
03061441,2560,1,+/-
03071536,10747,2,+/-
03071537,15635,2,+/-
03071633,3010,2,+/-
03071638,17260,2,+/-
03071639,12367,2,+/-
04010101,11043,3,+
04010102,895,2,-
04010103,7771,4,+/-
04020204,199,0,0
04020205,1329,1,+/-
04020206,2754,2,+/-
04020207,2532,1,+/-
04020208,2878,1,+/-
04020209,3189,1,-
04020310,602,1,-
04020311,14756,2,+/-
04020312,5467,2,+/-
04020313,7530,2,-
04020314,436,0,0
04030415,2837,3,+/-
04030416,10655,2,+/-
04030417,10927,2,+/-
04030518,9417,2,+/-
04030519,5734,2,+/-
04030620,8597,2,+/-
04030621,3021,2,+/-
04030622,10459,2,+/-
04030623,4788,2,+/-
04030724,6416,2,+/-
04030725,12128,2,+/-
04030726,5426,2,+/-
04030827,12238,2,+/-
04030828,9491,2,+/-
04030929,5981,2,+/-
04030930,5600,2,+/-
04030931,3915,2,+/-
04031032,14931,2,+/-
04041133,43,0,0
04041134,5156,2,+/-
04041135,2739,1,+/-
04041136,3033,1,-
04041137,7976,2,+/-
04041238,5907,2,+/-
04041239,213,0,0
04041240,1533,1,-
04041241,6904,1,+/-
04041342,4115,2,-
04041343,3547,2,+/-
04041344,10642,2,+/-
04051445,6220,2,+/-
04051446,10591,2,+/-
04051447,5228,2,+/-
04051448,9067,2,+/-
04051549,5348,2,+
04051550,5512,2,+/-
04051551,4397,2,+/-
04051652,9700,2,+/-
04051653,6684,2,+/-
04051654,3038,2,+/-
04051655,7063,2,+/-
04051656,7568,2,+/-
04061757,83,0,0
05010101,10883,2,+/-
05010102,5885,2,-
05010103,7623,2,+/-
05010204,3297,4,+/-
05010205,1910,2,+/-
05010206,10246,3,+/-
05010207,11492,4,+/-
05010208,7627,4,+/-
05010209,6098,2,+/-
05010310,3880,3,+/-
05010311,5670,4,+/-
05010312,7117,4,+/-
05010313,6704,3,+/-
05010314,11968,2,+/-
05010339,974,2,+/-
05020415,3885,1,-
05020416,1709,2,+/-
05020417,5847,2,+/-
05020418,4010,2,-
05020419,7032,4,+/-
05020420,929,2,+/-
05020521,3095,1,+/-
05020522,7364,4,+/-
05020523,12413,4,+/-
05020524,6134,2,-
05020625,7482,2,+/-
05020626,19359,2,+/-
05020627,4059,3,-
05020628,1984,2,+
05020629,4413,1,+/-
05030730,3938,2,+/-
05030731,11622,3,+/-
05030832,11692,2,+/-
05030833,1545,2,-
05040934,3965,1,-
05040935,415,2,-
05040936,9855,1,+/-
05040937,2151,1,+/-
05040938,3670,1,+/-
06010101,6829,1,+/-
06010102,8788,2,+/-
06010103,6300,2,+/-
06010204,6914,2,+/-
06010205,9560,2,+/-
06010206,7685,2,+/-
06010207,7771,2,+/-
06010208,6798,2,+/-
06010209,9026,2,+/-
06010210,4874,2,+/-
06020301,4994,2,+/-
06020302,5542,2,+/-
06020303,7395,2,+/-
06020304,6744,2,+/-
06020305,11433,2,+/-
06020306,6450,2,+/-
06020407,4593,4,-
06020408,6827,2,+/-
06020409,8200,2,+/-
06020410,7119,2,+/-
06020411,8494,2,+/-
06030501,5898,2,+/-
06030502,5555,2,+/-
06030503,11600,2,+/-
06030504,11122,1,+/-
06030605,6935,2,+/-
06030606,5223,2,+/-
06030607,3020,1,+/-
06030608,13113,1,+/-
06030609,12047,2,+/-
06030610,8103,1,+/-
06040701,10113,1,+/-
06040702,5292,1,+/-
06040703,10851,1,+/-
06040804,7585,1,+/-
06040805,5405,1,+/-
06040806,7299,1,+/-
06040807,5770,2,+/-
06040808,4592,1,-
06040809,5136,1,-
06040810,7091,1,-
07010101,10130,2,+/-
07010102,15907,2,+/-
07010103,10257,2,+/-
07010104,13701,3,+/-
07020201,10496,2,+/-
07020202,10237,2,-
07020203,17768,2,+/-
07020204,11779,2,+/-
07030301,24695,2,+/-
07030302,9351,2,+/-
07030303,12334,2,+/-
07040401,18419,2,+/-
07040402,2293,2,+
07040403,23743,2,+/-
07040404,5102,2,+/-
07040405,11155,2,+/-
07040406,3911,4,+/-
07050501,16062,2,+/-
07050502,8120,2,+/-
07050503,9145,2,+/-
07050504,5588,2,+/-
07050505,10586,2,-
07050506,2305,1,+/-
07060601,10109,2,+/-
07060602,4638,2,+/-
07060603,3176,2,+/-
07060604,14304,2,+/-
07070701,10474,2,+/-
07070702,10801,2,+/-
07070703,7304,2,+/-
07070704,8390,4,+/-
07070705,6973,1,+/-
07070706,3919,2,-
07070707,2936,1,+/-
08010115,874,2,+/-
08010116,3576,3,+/-
08010117,15949,3,+/-
08010118,11755,4,+/-
08010211,9929,3,+/-
08010212,7432,4,+/-
08010213,12649,3,+/-
08010214,8063,4,+/-
08010301,27792,2,+/-
08010302,3670,3,+
08010303,8512,3,+/-
08010404,23647,3,+/-
08010405,9145,2,+/-
08010406,7071,4,+/-
08010407,835,2,+
08010508,5614,4,+/-
08010509,9489,4,+/-
08010510,502,3,-
08020619,10947,4,-
08020620,9286,3,+/-
08020621,2322,1,+/-
08020622,14255,2,+/-
08020623,1289,2,-
08020624,1265,2,+
08020625,3337,2,+/-
08020726,8344,2,+/-
08020727,11651,2,-
08020728,8444,2,+/-
08030829,12454,4,+/-
08030830,7321,3,+/-
08030831,17099,3,+/-
08040932,2879,2,-
08040933,4129,2,+/-
08040934,2688,2,-
08041035,8103,2,-
08041036,6765,1,+/-
08041037,9682,2,+/-
08041038,6913,2,+/-
08041039,3858,2,+
08041040,7987,2,+/-
09010101,11934,2,+
09010102,70,0,0
09010201,4319,2,+/-
09010202,6823,2,+
09010301,15387,2,+/-
09010302,2906,1,+/-
09010401,8203,2,+/-
09010402,11480,2,+/-
09020501,6683,3,+/-
09020502,14865,2,+/-
09020601,7658,2,+/-
09020602,3512,2,-
09020701,1259,1,+
09020702,16091,2,+/-
09020801,2935,2,+/-
09020802,7737,2,+
09030901,12998,1,+/-
09030902,5667,4,+
09030903,8063,2,+/-
09031001,12776,2,+/-
09031101,6041,2,+/-
09031201,1799,1,+/-
09031202,2475,1,+/-
09041301,14437,2,+/-
09041302,1812,1,-
09041401,4962,2,+/-
09041402,1485,2,+/-
09041501,7382,2,+/-
09041601,6582,1,+/-
09051701,3583,2,-
09051702,14685,2,+/-
09051801,9393,1,+/-
09051901,10747,2,+/-
09052001,12775,2,+/-
10010101,5671,3,+
10010102,17831,3,+
10010203,1379,0,0
10010204,10479,2,+
10010205,8319,2,+
10010206,17015,2,+
10010207,10762,2,+
10010308,2329,2,+/-
10010309,14378,2,+
10010310,17818,2,+
10010311,2932,2,-
10020412,6736,4,+
10020413,15530,2,+
10020414,1660,2,+/-
10020415,5550,4,+
10020416,5547,3,+
10020517,8861,2,+/-
10020518,5167,2,+
10020519,6051,4,+
10020620,3299,2,+
10020621,6071,2,+
10020622,8631,2,+
10020623,6527,2,+/-
10030724,7799,1,+/-
10030725,6297,2,+
10030726,3009,1,-
10030727,9315,1,+/-
10040828,7719,2,+/-
10040829,3762,1,+/-
10040830,7545,1,+/-
10040931,9323,1,+/-
10040932,3956,1,+/-
10040933,14747,1,+/-
11010101,592,2,+
11010102,2557,1,+/-
11010103,1604,1,-
11010204,8907,3,+
11010205,6713,2,+
11010206,5997,2,+/-
11010207,7113,2,+/-
11010308,11771,3,+/-
11010309,9670,3,+
11010310,5238,2,+/-
11020411,9242,2,-
11020412,6410,2,+/-
11020513,4014,1,-
11020514,9074,2,+/-
11020515,14529,2,+/-
11020516,3725,1,+/-
11030617,6044,3,+/-
11030618,15954,2,+/-
11030619,10784,2,+
11030720,5858,2,+/-
11030721,25327,2,+/-
11030824,10019,2,+/-
11040925,3817,2,+/-
11040926,28022,2,+/-
11041022,5448,2,+
11041023,5980,2,+/-
11041027,3033,2,+
11041128,25108,2,+/-
11051229,3494,1,+/-
11051330,9336,2,+/-
11051331,11073,1,+/-
11051332,6668,1,+/-
12103115,7568,3,+/-
12103116,9479,3,+/-
12103117,10672,3,+/-
12103218,13515,2,+/-
12103219,8803,3,+/-
12103220,4601,2,-
12214125,7315,2,+/-
12214126,7651,3,+/-
12214421,2598,3,+/-
12214422,7955,4,+/-
12214423,5517,2,+/-
12214424,10663,4,+/-
12214527,10698,2,+/-
12214528,252,0,0
12224229,6081,1,+/-
12224230,18043,1,+/-
12231101,16532,1,+/-
12231102,16886,1,+/-
12301203,15270,2,-
12301204,6561,2,-
12301205,4924,2,+/-
12301206,5120,1,-
12302107,3054,2,-
12302108,14505,4,+/-
12302109,11666,4,+/-
12302110,10481,4,+/-
12302211,3301,2,+/-
12302212,5929,4,-
12304313,6619,2,+/-
12304314,9660,2,+/-
