id,planning_area_name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class
01401049,Schulstraße,6689,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
02100101,Askanischer Platz,6281,3,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
02100102,Mehringplatz,8647,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
02100103,Am Berlin Museum,5382,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
02100104,Moritzplatz,5567,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
02100105,Prinzenstraße,9604,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
02100106,Wassertorplatz,5009,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
02200207,Gleisdreieck,2067,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
02200208,Rathaus Yorckstraße,6008,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02200209,Viktoriapark,10969,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02200210,Urbanstraße,12384,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02200211,Chamissokiez,14760,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02200212,Graefekiez Süd,8602,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02200213,Graefekiez Nord,10284,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02300314,Oranienplatz,7587,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
02300315,Lausitzer Platz,8723,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
02300316,Köpenicker Straße,4215,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02300417,Reichenberger Straße West,8433,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02300418,Reichenberger Straße Ost,7710,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02300419,Wrangelkiez,10903,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400520,Barnimkiez,5451,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400521,Friedenstraße,7858,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400522,Richard-Sorge-Viertel,11262,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400623,Andreasviertel,13307,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400624,Weberwiese,11314,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02400625,Wriezener Bahnhof,1136,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
02500726,Hausburgviertel,9134,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500727,Forckenbeckplatz,6623,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500728,Samariterviertel,10109,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500729,Pettenkofer Straße,5441,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500830,Niederbarnimstraße,3931,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500831,Wismarplatz,7877,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500832,Traveplatz,9064,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500833,Boxhagener Platz,10190,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500834,Revaler Straße,11378,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500835,Stralauer Kiez,7868,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
02500836,Stralauer Halbinsel,4709,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03100101,Bucher Forst,4499,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03100102,Klinikum Buch,3214,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
03100103,Karower Chaussee,8979,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03200204,Blankenfelde,2058,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03200205,Uhlandstraße,8696,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03200206,Pastor-Niemöller-Platz,6404,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03200207,Herthaplatz,11464,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03200308,Nisbléstraße,5220,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03200309,Eddastraße,5238,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03200310,Krugpfuhl,7961,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03300411,Karow Nord,11455,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
03300412,Karow Bahnhof,5138,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03300413,Karow Ost,3101,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03300514,Blankenburg,6875,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03300515,Blankenburger Süden,38,,,,,,
03300516,Heinersdorf,7779,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
03300517,Märchenland,1120,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03400618,Rosenthal,4742,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03400619,Wilhelmsruh,10438,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400620,Schönholz,3509,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03400721,Florakiez,11438,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400722,Parkstraße,3607,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03400723,Garbátyplatz,7112,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400724,Wolfshagener Straße,7633,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400725,Schlosspark,7450,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400826,Tiroler Viertel,6620,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400827,Trelleborger Viertel,9628,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400828,Spiekermann Straße,4615,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
03400829,Arnold-Zweig-Straße,5583,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400830,Kissingenviertel,9292,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03400831,Pankower Tor,0,,,,,,
03500932,Bühringstraße,5096,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
03500933,Weißer See,7551,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03500934,Weißenseer Spitze,10049,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03500935,Behaimstraße,6407,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
03500936,Komponistenviertel Weißensee,9819,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03501037,Rathaus Weißensee,8509,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03501038,Hansastraße,7324,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601139,Norweger Viertel,3795,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601140,Malmöer Straße,5884,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601141,Arnimplatz,6576,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601142,Falkplatz,10744,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601243,Rodenbergstraße,7032,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601244,Humannplatz,7600,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601245,Ostseestraße,12813,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601346,Gethsemanekirche,5470,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601347,Helmholtzplatz,9548,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601348,Senefelderstraße,7516,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601449,Michelangelostraße,9970,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601450,Volkspark Prenzlauer Berg,3965,4,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
03601451,Anton-Saefkow-Park,6373,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601452,Velodrom,4063,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03601453,Alter Schlachthof,2825,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03701554,Teutoburger Platz,11328,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03701555,Sredzkistraße,7274,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03701556,Kollwitzplatz,8656,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
03701657,Thälmannpark,3188,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
03701658,Christburger Straße,8448,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03701659,Immanuelkirchstraße,9164,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
03701660,Bötzowstraße,12823,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04100101,Jungfernheide/Plötzensee,11548,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
04100102,Paul-Hertz-Siedlung,7855,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
04200203,Olympiagelände,1482,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04200204,Angerburger Allee,2832,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04200205,Flatowallee,2569,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04200206,Kranzallee,2963,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04200207,Eichkamp,3192,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04200308,Branitzer Platz,6379,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
04200309,Neu Westend,6936,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04200310,Fürstenplatz,7809,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
04200311,Königin-Elisabeth-Straße,7218,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300412,Schlossgarten,3329,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
04300413,Klausenerplatz,10334,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300414,Schloßstraße,10786,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
04300415,Lietzensee,6488,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300416,Amtsgerichtsplatz,12145,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300517,Tegeler Weg,9637,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300518,Kaiserin-Augusta-Allee,5930,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300619,Alt-Lietzow,8859,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300620,Spreestadt,3429,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
04300621,Richard-Wagner-Straße,10811,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300622,Ernst-Reuter-Platz,5157,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300623,Karl-August-Platz,12121,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04300624,Savignyplatz,9538,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04400725,Güterbahnhof Grunewald,110,,,,,,
04400726,Bismarckallee,5470,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
04400727,Flinsberger Platz,8264,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04400728,Hagenplatz,3173,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04400729,Hundekehle,2796,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04400830,Forckenbeckstraße,7119,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04400831,Messelpark,1513,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
04400832,Breite Straße,7023,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04400833,Schlangenbader Straße,4178,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
04400834,Binger Straße,3574,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04400835,Rüdesheimer Platz,10593,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04500936,Droysenstraße,5638,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04500937,Halensee,7683,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04500938,Hochmeisterplatz,7919,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04500939,Eisenzahnstraße,6496,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
04501040,Hindemithplatz,5998,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501041,George-Grosz-Platz,5597,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501042,Breitscheidplatz,3581,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
04501043,Preußenpark,11048,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501044,Ludwigkirchplatz,5283,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501045,Schaperstraße,9334,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501146,Barstraße,4715,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501147,Leon-Jessel-Platz,5625,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501148,Brabanter Platz,4436,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501149,Nikolsburger Platz,9834,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501150,Wilhelmsaue,3071,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501151,Hildegardstraße,7572,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501152,Prager Platz,6913,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
04501153,Babelsberger Straße,7489,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
05100101,Hakenfelde Nord,4079,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100102,Am Forstacker,4390,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100103,Mertensstraße,5873,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
05100104,Maselake,4830,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100105,Amorbacher Weg,7608,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100206,Griesingerstraße,3619,3,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
05100207,An der Tränke,2314,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
05100208,Im Spektefeld,10703,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
05100209,Westerwaldstraße,11547,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
05100210,Germersheimer Platz,7709,3,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
05100211,An der Kappe,6068,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100312,Eckschanze,4025,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
05100313,Eiswerder,5756,3,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
05100314,Kurstraße,7335,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
05100315,Ackerstraße,6753,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
05100316,Carl-Schurz-Straße,10341,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05100317,Freiheit,3670,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
05200418,Isenburger Weg,3839,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
05200419,Am Heideberg,1694,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200420,Staakener Straße,5780,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200421,Spandauer Straße,4386,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200422,Werkstraße,1057,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
05200423,Magistratsweg,6606,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
05200524,Döberitzer Weg,3367,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200525,Pillnitzer Weg,2431,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
05200526,Rudolf-Wissell-Großsiedlung,5734,4,sehr niedrig,+,positiv,4+,"Status sehr niedrig , Dynamik positiv"
05200527,Maulbeerallee,11620,4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
05200528,Weinmeisterhornweg,7019,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200629,Borkumer Straße,7858,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200630,Wilhelmstadt West,9806,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200631,Wilhelmstadt Ost,8462,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200632,Tiefwerder,3739,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
05200633,Graetschelsteig,2003,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05200634,Börnicker Straße,4436,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05300735,Haveleck,1925,2,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
05300736,Zitadellenweg,3667,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05300737,Gartenfelder Straße,10901,3,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
05300838,Gartenfeld,21,,,,,,
05300839,Rohrdamm,7660,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05300840,Nonnendammallee,486,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
05300841,Siemensdamm,4573,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
05400942,Alt-Gatow,3642,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
05400943,Jägerallee,10315,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
05400944,Kladower Damm,2198,1,hoch,-,negativ,1-,"Status hoch , Dynamik negativ"
05400945,Kafkastraße,3682,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06100101,Fichtenberg,6988,1,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06100102,Schloßstraße,8808,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100103,Markelstraße,6281,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100204,Munsterdamm,6887,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100205,Südende,9881,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100206,Stadtpark,7694,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100207,Mittelstraße,8008,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100208,Bergstraße,6824,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100209,Feuerbachstraße,9339,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100210,Bismarckstraße,4868,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200311,Alt-Lankwitz,4937,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200312,Komponistenviertel Lankwitz,6097,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200313,Lankwitz Kirche,7410,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200314,Kaiser-Wilhelm-Straße,7313,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200315,Gallwitzallee,5841,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200316,Belßstraße,5558,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200317,Lankwitz Süd,6402,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200418,Landweg,0,,,,,,
06200419,Thermometersiedlung,4636,2,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
06200420,Lichterfelde Süd,7055,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200421,Königsberger Straße,8349,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200422,Oberhofer Platz,7062,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200423,Schütte-Lanz-Straße,8627,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300524,Berlepschstraße,5670,2,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
