id,planning_area_name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
02500729,Pettenkofer Straße,5441,-0.31135,,-0.47826,-0.73473,-1.52434,-0.51577,mittel,-0.07269
02500830,Niederbarnimstraße,3931,-0.16314,,-0.44307,-0.78879,-1.395,-0.47201,mittel,-0.3635
02500831,Wismarplatz,7877,-0.02093,,-0.1508,-0.20369,-0.37542,-0.12703,mittel,0.07022
02500832,Traveplatz,9064,0.16431,,0.01621,-0.03682,0.1437,0.04862,mittel,-0.35118
02500833,Boxhagener Platz,10190,-0.37962,,-0.54189,-0.44222,-1.36373,-0.46143,mittel,-0.50453
02500834,Revaler Straße,11378,-0.68948,,-0.73347,-0.91397,-2.33692,-0.79071,mittel,-0.47373
02500835,Stralauer Kiez,7868,-0.25623,,-0.40258,-0.33806,-0.99687,-0.3373,mittel,0.05424
02500836,Stralauer Halbinsel,4709,-1.20039,,-1.05126,-1.2399,-3.49155,-1.18139,hoch,-0.95237
03100101,Bucher Forst,4499,1.00873,,-0.32118,-0.73054,-0.0429900000000001,-0.01455,mittel,1.78136
03100102,Klinikum Buch,3214,0.46005,,-0.03477,0.0276,0.45288,0.15323,mittel,0.96695
03100103,Karower Chaussee,8979,0.96349,,0.47975,0.5036,1.94684,0.65872,mittel,0.59984
03200204,Blankenfelde,2058,-1.06871,,-1.16581,-1.2189,-3.45342,-1.16848,hoch,-0.66594
03200205,Uhlandstraße,8696,-1.07348,,-0.93071,-1.11141,-3.1156,-1.05418,hoch,-0.70341
03200206,Pastor-Niemöller-Platz,6404,-0.86027,,-0.80185,-1.05128,-2.7134,-0.91809,mittel,-1.16531
03200207,Herthaplatz,11464,-0.64236,,-0.70872,-0.79224,-2.14332,-0.7252,mittel,-0.38017
03200308,Nisbléstraße,5220,-1.09595,,-1.04259,-1.1843,-3.32284,-1.1243,hoch,-0.57288
03200309,Eddastraße,5238,-0.86742,,-0.86886,-0.96442,-2.7007,-0.9138,mittel,-0.57214
03200310,Krugpfuhl,7961,-0.98432,,-0.79242,-0.86236,-2.6391,-0.89295,mittel,-0.52084
03300411,Karow Nord,11455,-0.35308,,0.00536,-0.08083,-0.42855,-0.145,mittel,0.15191
03300412,Karow Bahnhof,5138,-1.28152,,-1.27675,-1.34536,-3.90363,-1.32082,hoch,-0.73589
03300413,Karow Ost,3101,-1.44663,,-1.27011,-1.31156,-4.0283,-1.363,hoch,-1.25722
03300514,Blankenburg,6875,-1.31125,,-1.192,-1.23,-3.73325,-1.26317,hoch,-0.9785
03300515,Blankenburger Süden,38,,,,,,,,
03300516,Heinersdorf,7779,-0.61594,,-0.75122,-0.71696,-2.08412,-0.70517,mittel,0.22223
03300517,Märchenland,1120,-1.37713,,-1.35431,-1.22332,-3.95476,-1.33812,hoch,-1.15692
03400618,Rosenthal,4742,-1.06925,,-1.08152,-1.19131,-3.34208,-1.13081,hoch,-0.65262
03400619,Wilhelmsruh,10438,-0.81187,,-0.90026,-0.86515,-2.57728,-0.87204,mittel,-0.58011
03400620,Schönholz,3509,-1.04247,,-0.96346,-1.31841,-3.32434,-1.12481,hoch,-0.82353
03400721,Florakiez,11438,-0.7098,,-0.76739,-1.02125,-2.49844,-0.84536,mittel,-0.57806
03400722,Parkstraße,3607,-1.10785,,-1.05762,-1.20642,-3.37189,-1.1409,hoch,-0.94882
03400723,Garbátyplatz,7112,-0.42349,,-0.66099,-0.77831,-1.86279,-0.63029,mittel,-0.32687
03400724,Wolfshagener Straße,7633,-0.44945,,-0.50452,-0.54828,-1.50225,-0.50829,mittel,-0.30094
03400725,Schlosspark,7450,-0.50888,,-0.58337,-0.55269,-1.64494,-0.55657,mittel,-0.21542
03400826,Tiroler Viertel,6620,-0.47953,,-0.63811,-0.7286,-1.84624,-0.62469,mittel,-0.15256
03400827,Trelleborger Viertel,9628,-0.46393,,-0.71544,-0.83759,-2.01696,-0.68245,mittel,-0.29405
03400828,Spiekermann Straße,4615,-0.73295,,-0.8421,-0.94588,-2.52093,-0.85297,mittel,-1.44414
03400829,Arnold-Zweig-Straße,5583,-0.7214,,-0.63958,-0.66564,-2.02662,-0.68572,mittel,-0.17416
03400830,Kissingenviertel,9292,-0.19915,,-0.37203,-0.34332,-0.9145,-0.30943,mittel,0.0993
03400831,Pankower Tor,0,,,,,,,,
03500932,Bühringstraße,5096,0.04422,,-0.29515,-0.21739,-0.46832,-0.15846,mittel,-0.7951
03500933,Weißer See,7551,-0.62768,,-0.62992,-0.81782,-2.07542,-0.70223,mittel,-0.65593
03500934,Weißenseer Spitze,10049,-0.12947,,-0.6418,-0.8955,-1.66677,-0.56396,mittel,0.46105
03500935,Behaimstraße,6407,-0.05486,,-0.48884,-0.87693,-1.42063,-0.48068,mittel,-0.79551
03500936,Komponistenviertel Weißensee,9819,-0.40387,,-0.41908,-0.53926,-1.36221,-0.46091,mittel,-0.6636
03501037,Rathaus Weißensee,8509,0.53569,,-0.27253,-0.12958,0.13358,0.0452,mittel,0.60465
03501038,Hansastraße,7324,-0.54722,,-0.47998,-0.24812,-1.27532,-0.43151,mittel,-0.13512
03601139,Norweger Viertel,3795,-0.11392,,-0.47442,-0.62288,-1.21122,-0.40982,mittel,-0.5085
03601140,Malmöer Straße,5884,-0.60665,,-0.86845,-1.19272,-2.66782,-0.90267,mittel,-0.51171
03601141,Arnimplatz,6576,-0.63909,,-0.75675,-0.89203,-2.28787,-0.77411,mittel,-0.14262
03601142,Falkplatz,10744,-0.68877,,-0.83831,-1.10589,-2.63297,-0.89088,mittel,-0.36834
03601243,Rodenbergstraße,7032,-0.85774,,-0.90429,-1.1199,-2.88193,-0.97512,mittel,-0.70543
03601244,Humannplatz,7600,-0.83695,,-0.88696,-1.05075,-2.77466,-0.93882,mittel,-0.66551
03601245,Ostseestraße,12813,-0.19642,,-0.42034,-0.40705,-1.02381,-0.34641,mittel,0.14073
03601346,Gethsemanekirche,5470,-0.59576,,-0.60023,-0.88083,-2.07682,-0.7027,mittel,-0.47199
03601347,Helmholtzplatz,9548,-0.54331,,-0.65963,-0.98854,-2.19148,-0.7415,mittel,-0.26449
03601348,Senefelderstraße,7516,-0.53512,,-0.81378,-1.12253,-2.47143,-0.83622,mittel,-0.23415
03601449,Michelangelostraße,9970,0.75779,,-0.04896,0.65084,1.35967,0.46005,mittel,0.91826
03601450,Volkspark Prenzlauer Berg,3965,2.94136,,1.69059,1.56402,6.19597,2.09644,sehr niedrig,3.91256
03601451,Anton-Saefkow-Park,6373,-0.36849,,-0.54311,-0.88372,-1.79532,-0.60746,mittel,-0.2383
03601452,Velodrom,4063,0.16846,,-0.0334,0.0246,0.15966,0.05402,mittel,0.00088
03601453,Alter Schlachthof,2825,-1.50506,,-1.35349,-1.43364,-4.29219,-1.45229,hoch,-0.91383
03701554,Teutoburger Platz,11328,-0.90986,,-0.87218,-1.08339,-2.86543,-0.96953,mittel,-0.71072
03701555,Sredzkistraße,7274,-0.70196,,-0.94111,-1.16159,-2.80466,-0.94897,mittel,-0.51457
03701556,Kollwitzplatz,8656,-1.0178,,-0.93768,-1.09874,-3.05422,-1.03341,hoch,-0.64819
03701657,Thälmannpark,3188,0.56112,,0.1638,-0.00699,0.71793,0.24292,mittel,0.55022
03701658,Christburger Straße,8448,-0.75181,,-0.85749,-1.08103,-2.69033,-0.91029,mittel,-0.3665
03701659,Immanuelkirchstraße,9164,-0.76027,,-0.84321,-0.98554,-2.58902,-0.87601,mittel,-0.44155
03701660,Bötzowstraße,12823,-0.8176,,-0.84903,-1.10082,-2.76745,-0.93638,mittel,-0.83124
04100101,Jungfernheide/Plötzensee,11548,0.8689,,0.83401,1.16691,2.86982,0.97102,mittel,-0.3714
04100102,Paul-Hertz-Siedlung,7855,1.98144,,1.86907,1.56739,5.4179,1.83318,sehr niedrig,1.02906
04200203,Olympiagelände,1482,-1.13971,,-1.267,-1.04225,-3.44896,-1.16698,hoch,-1.17171
04200204,Angerburger Allee,2832,-0.68675,,-0.80977,-0.78918,-2.2857,-0.77338,mittel,-0.49814
04200205,Flatowallee,2569,-1.08884,,-1.11989,-1.01331,-3.22204,-1.0902,hoch,-0.81781
04200206,Kranzallee,2963,-1.03405,,-1.00923,-1.02281,-3.06609,-1.03743,hoch,-0.59753
04200207,Eichkamp,3192,-1.53266,,-1.32663,-1.28389,-4.14318,-1.40187,hoch,-1.2671
04200308,Branitzer Platz,6379,-0.67221,,-0.52854,-0.3021,-1.50285,-0.5085,mittel,-0.14304
04200309,Neu Westend,6936,-0.83432,,-0.90767,-0.85992,-2.60191,-0.88037,mittel,-0.87588
04200310,Fürstenplatz,7809,-0.52695,,-0.69451,-0.66837,-1.88983,-0.63943,mittel,0.32645
04200311,Königin-Elisabeth-Straße,7218,-0.11186,,-0.44673,-0.33667,-0.89526,-0.30292,mittel,0.88675
04300412,Schlossgarten,3329,0.2817,,0.51195,-0.15254,0.64111,0.21692,mittel,-1.35113
04300413,Klausenerplatz,10334,0.07397,,0.29379,0.00457,0.37233,0.12598,mittel,0.07006
04300414,Schloßstraße,10786,-0.48525,,-0.49369,-0.67099,-1.64993,-0.55826,mittel,-0.56703
04300415,Lietzensee,6488,-0.53001,,-0.51726,-0.64695,-1.69422,-0.57325,mittel,-0.86784
04300416,Amtsgerichtsplatz,12145,-0.52541,,-0.55646,-0.50786,-1.58973,-0.53789,mittel,0.08359
04300517,Tegeler Weg,9637,0.07786,,0.02469,0.09286,0.19541,0.06612,mittel,-0.44793
04300518,Kaiserin-Augusta-Allee,5930,0.02588,,0.05141,0.30624,0.38353,0.12977,mittel,-0.61294
04300619,Alt-Lietzow,8859,-0.24652,,-0.19986,-0.15943,-0.60581,-0.20498,mittel,-0.36113
04300620,Spreestadt,3429,-0.27394,,-0.11701,-0.02538,-0.41633,-0.14087,mittel,-0.97803
04300621,Richard-Wagner-Straße,10811,0.10749,,0.10548,-0.01063,0.20234,0.06846,mittel,0.26611
04300622,Ernst-Reuter-Platz,5157,-0.14348,,0.16713,0.02501,0.04866,0.01646,mittel,-1.03286
04300623,Karl-August-Platz,12121,-0.19916,,-0.18474,-0.18445,-0.56835,-0.1923,mittel,-0.41937
04300624,Savignyplatz,9538,-0.56882,,-0.69131,-0.60258,-1.86271,-0.63026,mittel,-0.12634
04400725,Güterbahnhof Grunewald,110,,,,,,,,
04400726,Bismarckallee,5470,-0.88852,,-0.61315,-0.74423,-2.2459,-0.75991,mittel,-0.32511
04400727,Flinsberger Platz,8264,-0.47176,,-0.61979,-0.55936,-1.65091,-0.55859,mittel,-0.24572
04400728,Hagenplatz,3173,-1.16796,,-1.08471,-1.26015,-3.51282,-1.18858,hoch,-0.86392
04400729,Hundekehle,2796,-1.26886,,-1.03799,-1.14359,-3.45044,-1.16748,hoch,-0.8603
04400830,Forckenbeckstraße,7119,-0.31103,,-0.5844,-0.57911,-1.47454,-0.49892,mittel,-0.29062
04400831,Messelpark,1513,-1.43176,,-1.29136,-1.26159,-3.98471,-1.34825,hoch,-1.13331
04400832,Breite Straße,7023,-0.87113,,-0.83502,-0.91257,-2.61872,-0.88606,mittel,-0.52923
04400833,Schlangenbader Straße,4178,0.44515,,0.32774,0.4173,1.19019,0.40271,mittel,0.51797
04400834,Binger Straße,3574,-0.90092,,-0.76038,-0.98061,-2.64191,-0.89391,mittel,-1.23247
04400835,Rüdesheimer Platz,10593,-0.89833,,-0.85228,-0.98748,-2.73809,-0.92645,mittel,-0.8159
04500936,Droysenstraße,5638,-0.41067,,-0.33995,-0.15153,-0.90215,-0.30525,mittel,-0.53949
04500937,Halensee,7683,-0.62521,,-0.72107,-0.89648,-2.24276,-0.75885,mittel,-0.30037
04500938,Hochmeisterplatz,7919,-0.50023,,-0.48849,-0.46022,-1.44894,-0.49026,mittel,-0.26126
04500939,Eisenzahnstraße,6496,-0.1871,,-0.32917,-0.31557,-0.83184,-0.28146,mittel,-0.74287
04501040,Hindemithplatz,5998,-0.77004,,-0.74692,-1.04885,-2.56581,-0.86816,mittel,-0.22168
04501041,George-Grosz-Platz,5597,-0.81004,,-0.7631,-0.76518,-2.33832,-0.79118,mittel,-0.57551
04501042,Breitscheidplatz,3581,-0.0413,,-0.12229,0.42814,0.26455,0.08951,mittel,1.4185
04501043,Preußenpark,11048,-0.62681,,-0.64016,-0.77092,-2.03789,-0.68953,mittel,-0.27124
04501044,Ludwigkirchplatz,5283,-0.55715,,-0.53472,-0.56084,-1.65271,-0.5592,mittel,-1.03046
04501045,Schaperstraße,9334,-0.47989,,-0.4894,-0.47165,-1.44094,-0.48755,mittel,-0.87386
04501146,Barstraße,4715,0.11157,,-0.00235,0.23667,0.34589,0.11703,mittel,0.67084
04501147,Leon-Jessel-Platz,5625,-0.68895,,-0.35727,-0.32848,-1.3747,-0.46514,mittel,-0.64271
04501148,Brabanter Platz,4436,-0.25828,,-0.13171,-0.02926,-0.41925,-0.14186,mittel,-0.2852
04501149,Nikolsburger Platz,9834,-0.49717,,-0.57751,-0.52276,-1.59744,-0.5405,mittel,-0.31537
04501150,Wilhelmsaue,3071,-0.48726,,-0.6459,-0.79418,-1.92734,-0.65213,mittel,-0.66627
04501151,Hildegardstraße,7572,-0.79211,,-0.71835,-0.89413,-2.40459,-0.81361,mittel,-0.69421
04501152,Prager Platz,6913,-0.40609,,-0.62127,-0.8757,-1.90306,-0.64391,mittel,-0.5274
04501153,Babelsberger Straße,7489,-0.38982,,-0.1466,-0.28817,-0.82459,-0.279,mittel,-0.62704
05100101,Hakenfelde Nord,4079,-1.10896,,-0.7499,-0.94434,-2.8032,-0.94848,mittel,-0.90595
05100102,Am Forstacker,4390,0.36835,,0.26957,0.85118,1.4891,0.50385,mittel,-0.18923
05100103,Mertensstraße,5873,0.51872,,0.56282,0.50138,1.58292,0.53559,mittel,-0.5021
05100104,Maselake,4830,0.26081,,0.2771,0.31454,0.85245,0.28843,mittel,1.21765
05100105,Amorbacher Weg,7608,-0.38039,,-0.37473,-0.31644,-1.07156,-0.36257,mittel,-0.33117
05100206,Griesingerstraße,3619,1.55569,,1.22235,1.1199,3.89794,1.31889,niedrig,1.82622
05100207,An der Tränke,2314,-1.32676,,-1.17096,-0.99416,-3.49188,-1.1815,hoch,-1.54294
05100208,Im Spektefeld,10703,1.55435,,1.55013,1.49785,4.60233,1.55722,sehr niedrig,1.01012
05100209,Westerwaldstraße,11547,1.54343,,1.69623,1.4431,4.68276,1.58444,sehr niedrig,0.3414
05100210,Germersheimer Platz,7709,1.03971,,1.24227,1.30694,3.58892,1.21433,niedrig,-0.43063
05100211,An der Kappe,6068,-0.17232,,-0.23651,0.06523,-0.3436,-0.11626,mittel,0.41346
05100312,Eckschanze,4025,0.71085,,0.91524,0.87971,2.5058,0.84785,mittel,-0.19509
05100313,Eiswerder,5756,1.08521,,1.16323,1.05362,3.30206,1.11727,niedrig,0.34608
05100314,Kurstraße,7335,1.88652,,2.03584,1.99697,5.91933,2.00284,sehr niedrig,0.19138
05100315,Ackerstraße,6753,0.91618,,1.08183,1.13629,3.1343,1.06051,niedrig,-0.01514
05100316,Carl-Schurz-Straße,10341,0.8072,,0.97071,1.16944,2.94735,0.99725,mittel,-0.07104
05100317,Freiheit,3670,0.78612,,0.73702,0.64389,2.16703,0.73323,mittel,1.75152
05200418,Isenburger Weg,3839,-1.34139,,-1.27113,-1.24257,-3.85509,-1.30439,hoch,-1.06755
05200419,Am Heideberg,1694,-0.54754,,-0.76746,-0.90166,-2.21666,-0.75002,mittel,-0.48414
05200420,Staakener Straße,5780,-0.60045,,-0.56032,-0.40722,-1.56799,-0.53054,mittel,-1.12599
05200421,Spandauer Straße,4386,0.14021,,0.02623,0.11812,0.28456,0.09628,mittel,-0.14523
05200422,Werkstraße,1057,-0.67616,,-0.37993,-0.10617,-1.16226,-0.39326,mittel,0.30233
05200423,Magistratsweg,6606,1.29155,,1.28151,1.44193,4.01499,1.35849,niedrig,-0.20506
05200524,Döberitzer Weg,3367,-1.03179,,-0.93479,-0.8824,-2.84898,-0.96397,mittel,-0.65325
05200525,Pillnitzer Weg,2431,-1.46602,,-0.6829,-1.11936,-3.26828,-1.10584,hoch,-1.13477
05200526,Rudolf-Wissell-Großsiedlung,5734,2.6501,,3.11911,2.57151,8.34072,2.82213,sehr niedrig,-0.79438
05200527,Maulbeerallee,11620,3.53422,,3.95244,2.84216,10.32882,3.49481,sehr niedrig,1.00817
05200528,Weinmeisterhornweg,7019,-0.57396,,-0.38139,-0.25879,-1.21414,-0.41081,mittel,-0.81264
05200629,Borkumer Straße,7858,0.36329,,0.30599,0.7064,1.37568,0.46547,mittel,-0.24589
05200630,Wilhelmstadt West,9806,0.67645,,0.59171,0.82982,2.09798,0.70986,mittel,0.46895
05200631,Wilhelmstadt Ost,8462,0.80444,,0.7053,0.89695,2.40669,0.81432,mittel,0.07004
05200632,Tiefwerder,3739,0.8187,,1.40963,1.37638,3.60471,1.21967,niedrig,-0.67526
05200633,Graetschelsteig,2003,0.85651,,0.3622,0.8479,2.06661,0.69925,mittel,0.73926
05200634,Börnicker Straße,4436,-0.84356,,-1.03052,-0.99003,-2.86411,-0.96909,mittel,-1.21325
05300735,Haveleck,1925,-0.43957,,-0.28036,-0.43721,-1.15714,-0.39152,mittel,2.05132
05300736,Zitadellenweg,3667,0.49206,,1.04734,0.74099,2.28039,0.77158,mittel,-0.01698
05300737,Gartenfelder Straße,10901,1.1023,,0.95179,1.15773,3.21182,1.08674,niedrig,0.34309
05300838,Gartenfeld,21,,,,,,,,
05300839,Rohrdamm,7660,0.49521,,0.67682,0.80351,1.97554,0.66844,mittel,-0.09393
05300840,Nonnendammallee,486,-0.15866,,-0.08907,0.45243,0.2047,0.06926,mittel,0.65178
05300841,Siemensdamm,4573,0.3616,,0.34232,0.36359,1.06751,0.3612,mittel,0.46947
05400942,Alt-Gatow,3642,-0.93747,,-1.00017,-0.97081,-2.90845,-0.98409,mittel,-1.37163
05400943,Jägerallee,10315,-1.42186,,-1.27913,-1.33581,-4.0368,-1.36587,hoch,-1.27781
05400944,Kladower Damm,2198,-1.46174,,-0.93901,-1.31369,-3.71444,-1.2568,hoch,-1.09233
05400945,Kafkastraße,3682,-1.23931,,-1.28639,-1.24477,-3.77047,-1.27576,hoch,-0.86492
06100101,Fichtenberg,6988,-1.13815,,-1.03583,-1.06898,-3.24296,-1.09727,hoch,-1.0107
06100102,Schloßstraße,8808,-0.6033,,-0.67685,-0.68709,-1.96724,-0.66563,mittel,-0.60685
06100103,Markelstraße,6281,-0.80637,,-0.87736,-1.06749,-2.75122,-0.93089,mittel,-0.38004
06100204,Munsterdamm,6887,-0.31445,,-0.45971,-0.47784,-1.252,-0.42362,mittel,-0.19285
06100205,Südende,9881,-0.28286,,-0.48051,-0.41082,-1.17419,-0.39729,mittel,0.01762
06100206,Stadtpark,7694,-0.56619,,-0.57891,-0.79622,-1.94132,-0.65686,mittel,-0.39042
06100207,Mittelstraße,8008,-0.46838,,-0.61321,-0.58003,-1.66162,-0.56222,mittel,-0.76004
06100208,Bergstraße,6824,-0.63067,,-0.6486,-0.87458,-2.15385,-0.72877,mittel,-0.77086
06100209,Feuerbachstraße,9339,-0.46784,,-0.61411,-0.67896,-1.76091,-0.59581,mittel,-0.02518
06100210,Bismarckstraße,4868,-0.37386,,-0.46032,-0.5782,-1.41238,-0.47789,mittel,-0.30267
06200311,Alt-Lankwitz,4937,-0.65084,,-0.46687,-0.61999,-1.7377,-0.58796,mittel,-0.73453
06200312,Komponistenviertel Lankwitz,6097,-0.84026,,-0.90364,-0.8771,-2.621,-0.88683,mittel,-0.61616
06200313,Lankwitz Kirche,7410,0.19345,,-0.11644,-0.01243,0.06458,0.02185,mittel,-0.06177
06200314,Kaiser-Wilhelm-Straße,7313,-0.09133,,-0.16904,-0.12492,-0.38529,-0.13037,mittel,-0.5616
06200315,Gallwitzallee,5841,-0.01694,,-0.32611,-0.55259,-0.89564,-0.30304,mittel,-0.28618
06200316,Belßstraße,5558,0.37863,,0.13528,0.4469,0.96081,0.3251,mittel,0.7796
06200317,Lankwitz Süd,6402,-0.92216,,-0.85683,-0.79962,-2.57861,-0.87249,mittel,-0.61049
06200418,Landweg,0,,,,,,,,
06200419,Thermometersiedlung,4636,0.75043,,0.50883,0.67564,1.9349,0.65468,mittel,-0.68987
06200420,Lichterfelde Süd,7055,-0.16982,,-0.2811,-0.21692,-0.66784,-0.22597,mittel,-0.43954
06200421,Königsberger Straße,8349,-0.54024,,-0.62581,-0.46495,-1.631,-0.55186,mittel,-0.24752
06200422,Oberhofer Platz,7062,-0.88819,,-0.98109,-0.839,-2.70828,-0.91636,mittel,-0.37453
06200423,Schütte-Lanz-Straße,8627,-0.66603,,-0.54067,-0.28555,-1.49225,-0.50491,mittel,-0.69231
06300524,Berlepschstraße,5670,-0.86052,,-0.95767,-0.87132,-2.68951,-0.91001,mittel,-0.11766
06300525,Zehlendorf Süd,5616,-0.29085,,-0.31761,-0.30023,-0.90869,-0.30746,mittel,-0.18562
06300526,Zehlendorf Mitte,3311,-0.90428,,-0.83481,-0.88584,-2.62493,-0.88816,mittel,-0.44278
06300527,Sundgauer Straße,8385,-0.84134,,-0.80849,-0.89204,-2.54187,-0.86006,mittel,-0.24427
06300528,Teltower Damm,11050,-0.90788,,-1.22507,-1.19907,-3.33202,-1.12741,hoch,-0.09833
06300629,Botanischer Garten,7088,-0.5892,,-0.90136,-0.95992,-2.45048,-0.82913,mittel,0.04149
06300630,Hindenburgdamm,5612,-0.04573,,-0.30414,-0.1682,-0.51807,-0.17529,mittel,0.33169
06300631,Goerzwerke,3152,-1.05428,,-0.98297,-0.9336,-2.97085,-1.0052,hoch,-0.98984
06300632,Schweizer Viertel,13747,-0.8909,,-1.1261,-1.21906,-3.23606,-1.09494,hoch,-0.40464
06300633,Augustaplatz,12046,-0.55094,,-0.86173,-0.77374,-2.18641,-0.73978,mittel,-0.27532
06300634,Lichterfelde West,8511,-1.16313,,-1.13501,-1.15644,-3.45458,-1.16888,hoch,-0.74077
06400735,Wannsee,10126,-1.21518,,-1.22392,-1.23434,-3.67344,-1.24293,hoch,-0.9593
06400736,Düppel,5234,-1.17595,,-0.93047,-1.08539,-3.19181,-1.07997,hoch,-0.66218
06400737,Nikolassee,11498,-1.18951,,-1.13419,-1.23465,-3.55835,-1.20399,hoch,-0.88829
06400838,Krumme Lanke,7511,-1.36332,,-1.3272,-1.36651,-4.05703,-1.37272,hoch,-1.03242
06400839,Fischerhüttenstraße,5278,-1.18026,,-1.07488,-1.14461,-3.39975,-1.15032,hoch,-0.90547
06400840,Fischtal,7266,-1.20065,,-1.1545,-1.22332,-3.57847,-1.2108,hoch,-0.93099
06400841,Zehlendorf Eiche,5958,-0.91441,,-0.98363,-1.01472,-2.91276,-0.98555,mittel,-0.94295
06400842,Hüttenweg,4810,-1.42252,,-1.24679,-1.24826,-3.91757,-1.32553,hoch,-0.9721
06400843,Thielallee,4902,-1.45011,,-1.34466,-1.41875,-4.21352,-1.42567,hoch,-0.81215
06400844,Dahlem,7204,-1.31656,,-1.25909,-1.20951,-3.78516,-1.28073,hoch,-1.07906
07100101,Wittenbergplatz,9808,-0.0766,,0.01753,-0.20083,-0.2599,-0.08794,mittel,-0.07661
07100102,Kalckreuthstraße,8675,0.57323,,0.8424,0.88974,2.30537,0.78003,mittel,0.91733
07100103,Frobenstraße,7712,0.88745,,1.55285,1.23151,3.67181,1.24238,niedrig,0.95915
07100204,Barbarossaplatz,10468,-0.59008,,-0.3848,-0.53744,-1.51232,-0.5117,mittel,-0.20749
07100205,Alvenslebenstraße,5257,1.56461,,1.82091,1.23816,4.62368,1.56445,sehr niedrig,1.77877
07100206,Großgörschenstraße,8223,0.09819,,0.55574,-0.01218,0.64175,0.21714,mittel,-1.17371
07200307,Bayerischer Platz,10578,-0.45744,,-0.47571,-0.65732,-1.59047,-0.53814,mittel,0.15167
07200308,Volkspark (Rudolph-Wilde-Park),10501,0.25821,,0.2336,0.25331,0.74512,0.25212,mittel,0.60932
07200409,Belziger Straße,9460,-0.63351,,-0.22395,-0.73376,-1.59122,-0.5384,mittel,-0.94864
07200410,Feurigstraße,5565,1.02567,,1.19262,1.13973,3.35802,1.13621,niedrig,1.84994
07200411,Julius-Leber-Brücke,2786,-0.22158,,0.12091,-0.52442,-0.62509,-0.2115,mittel,-0.13313
07200412,Schöneberger Linse,1094,-0.57944,,0.2786,0.52796,0.22712,0.07685,mittel,-2.66774
07200413,Cheruskerstraße,7886,-0.53063,,-0.29044,-0.63276,-1.45383,-0.49191,mittel,-0.21238
07200414,Hohenfriedbergstraße,3736,-0.51622,,-0.16991,-0.65082,-1.33695,-0.45236,mittel,-0.16989
07300515,Taunusstraße,6860,-1.03481,,-0.88208,-1.01756,-2.93445,-0.99289,mittel,-0.61827
07300516,Odenwaldstraße,8839,-0.99553,,-0.85745,-1.01582,-2.8688,-0.97067,mittel,-0.64778
07300517,Perelsplatz,8767,-0.99408,,-0.8502,-1.0585,-2.90278,-0.98217,mittel,-0.58086
07300618,Ceciliengärten,9371,-0.83545,,-0.73346,-0.85714,-2.42605,-0.82087,mittel,-0.63919
07300619,Grazer Platz,12302,-0.1304,,0.25154,0.11152,0.23266,0.07872,mittel,-0.28975
07400720,Gontermannstraße,12038,0.23555,,0.13118,0.19861,0.56534,0.19129,mittel,0.40261
07400721,Paradestraße,5464,-0.81044,,-0.31973,-0.62025,-1.75042,-0.59226,mittel,-0.78541
07400822,Lindenhofsiedlung,2255,-0.04874,,0.01755,-0.18367,-0.21486,-0.0727,mittel,-0.62759
07400823,Wittekindstraße,9832,0.08127,,0.40487,0.59127,1.07741,0.36455,mittel,-1.00861
07400824,Bosepark,7390,-0.12895,,0.02135,-0.10058,-0.20818,-0.07044,mittel,0.14327
07400825,Friedrich-Karl-Straße,7360,0.0065,,0.17373,0.26662,0.44685,0.15119,mittel,-0.08816
07400826,Marienhöhe,5114,-0.50457,,-0.07008,-0.14036,-0.71501,-0.24193,mittel,-0.85518
07400927,Rathaus Tempelhof,11104,0.45162,,0.49871,0.70023,1.65056,0.55848,mittel,0.12966
07400928,Germaniagarten,3980,1.47664,,1.78143,2.02286,5.28093,1.78683,sehr niedrig,0.29554
07501029,Ringstraße,8138,0.41314,,0.46647,0.68265,1.56226,0.5286,mittel,-0.3129
07501030,Machonstraße,8890,0.39733,,0.50001,0.65136,1.5487,0.52401,mittel,-0.54165
07501031,Eisenacher Straße,9101,-0.02903,,0.05647,0.12566,0.1531,0.0518,mittel,-0.31052
07501032,Imbrosweg,5653,0.1431,,0.27714,0.23839,0.65863,0.22285,mittel,-0.24476
07501133,Fritz-Werner-Straße,8141,0.54836,,0.2278,0.32975,1.10591,0.37419,mittel,0.39906
07501134,Hundsteinweg,10584,-0.2769,,-0.32403,-0.0534,-0.65433,-0.2214,mittel,0.00793
07501135,Birnhornweg,2233,-0.91505,,-0.95482,-0.84401,-2.71388,-0.91826,mittel,0.03503
07601236,Marienfelder Allee Nordwest,10193,1.24039,,1.24719,1.43694,3.92452,1.32788,niedrig,1.81793
07601237,Kirchstraße,4740,-0.9638,,-0.88148,-0.83159,-2.67687,-0.90573,mittel,-0.53854
07601238,Marienfelde Nordost,2869,0.13059,,0.21074,0.7659,1.10723,0.37464,mittel,0.39588
07601339,Tirschenreuther Ring West,5749,1.04505,,0.96732,0.98929,3.00166,1.01563,niedrig,1.33401
07601340,Tirschenreuther Ring Ost,6429,0.59432,,0.97443,1.0294,2.59815,0.8791,mittel,0.70625
