id,inhabitants,status_index,dynamic_index
03061430,2971,3,+/-
03061434,6078,2,+/-
03061435,3925,2,+/-
03061441,2342,1,+/-
03071536,10661,2,+/-
03071537,14511,2,+/-
03071633,2736,2,+/-
03071638,16800,2,+/-
03071639,12323,2,+/-
04010101,10339,4,+/-
04010102,772,2,-
04010103,7631,4,+/-
04020204,115,0,0
04020205,1264,1,+/-
04020206,2570,2,+/-
04020207,2624,1,+/-
04020208,2846,1,-
04020209,3128,1,+/-
04020310,600,1,+
04020311,14153,2,+/-
04020312,5036,2,+/-
04020313,7346,2,+/-
04020314,9,0,0
04030415,2750,3,+/-
04030416,10276,2,+/-
04030417,10758,2,+/-
04030518,9313,2,+/-
04030519,5597,2,+/-
04030620,8480,2,+/-
04030621,2984,2,+
04030622,10186,2,+/-
04030623,4544,2,+/-
04030724,6294,2,+/-
04030725,11822,2,+/-
04030726,5407,2,+/-
04030827,11852,2,+
04030828,9315,2,+/-
04030929,5838,2,+/-
04030930,5444,2,+/-
04030931,3432,2,+/-
04031032,14638,2,+/-
04041133,44,0,0
04041134,4979,2,+/-
04041135,2762,1,+/-
04041136,2990,1,+/-
04041137,7729,2,+/-
04041238,5597,2,+/-
04041239,186,0,0
04041240,1551,1,+/-
04041241,6952,1,+/-
04041342,3974,2,+
04041343,3540,2,+/-
04041344,10660,2,+/-
04051445,6116,2,+/-
04051446,10449,2,+/-
04051447,5173,2,+/-
04051448,8915,2,+/-
04051549,4227,2,+/-
04051550,5371,2,+/-
04051551,4270,2,+
04051652,9490,2,+/-
04051653,6623,2,+/-
04051654,2941,2,+
04051655,6911,2,+/-
04051656,7474,2,+/-
04061757,67,0,0
05010101,9959,2,+/-
05010102,5671,2,+/-
05010103,7413,2,+/-
05010204,3142,4,+
05010205,1906,1,-
05010206,9945,3,+/-
05010207,11116,4,+/-
05010208,7464,4,+/-
05010209,6014,2,-
05010310,3761,3,+/-
05010311,5500,3,+
05010312,6770,4,+/-
05010313,6497,3,+/-
05010314,11671,2,+/-
05010339,448,2,+/-
05020415,3900,1,+/-
05020416,1736,2,+/-
05020417,5709,2,-
05020418,3971,2,+
05020419,6897,3,+/-
05020420,929,1,+/-
05020521,2876,1,+/-
05020522,7117,4,-
05020523,11613,4,+/-
05020524,6082,2,+/-
05020625,7417,2,+/-
05020626,17174,2,+/-
05020627,3889,3,-
05020628,1985,2,+/-
05020629,4370,1,+/-
05030730,3786,2,+/-
05030731,11499,3,+/-
05030832,11346,2,+/-
05030833,1407,1,+/-
05040934,3984,1,+/-
05040935,418,2,+/-
05040936,9324,1,+/-
05040937,2148,1,+/-
05040938,3565,1,-
06010101,6820,1,+/-
06010102,8755,2,+/-
06010103,6334,2,+/-
06010204,6830,2,+/-
06010205,9627,2,+/-
06010206,7638,2,+/-
06010207,7863,2,+/-
06010208,6433,2,+/-
06010209,9055,2,+/-
06010210,4887,2,+
06020301,4985,2,+/-
06020302,5391,2,+/-
06020303,7249,2,+/-
06020304,6887,2,+/-
06020305,11139,2,+/-
06020306,6415,2,+/-
06020407,4824,3,+/-
06020408,6477,2,+/-
06020409,8222,2,+/-
06020410,6884,2,+/-
06020411,8445,2,+/-
06030501,5582,1,+/-
06030502,5450,2,+/-
06030503,11272,2,+/-
06030504,10958,1,+/-
06030605,6933,2,-
06030606,5275,2,+/-
06030607,3241,1,+/-
06030608,11970,1,+/-
06030609,11847,2,+/-
06030610,8159,1,+/-
06040701,9631,1,+/-
06040702,5360,1,+/-
06040703,10716,1,+/-
06040804,7483,1,+/-
06040805,5278,1,+/-
06040806,7227,1,+/-
06040807,5753,1,+/-
06040808,4150,1,+/-
06040809,4969,1,+/-
06040810,6854,1,+/-
07010101,9397,2,+/-
07010102,15450,2,+/-
07010103,9956,2,+/-
07010104,13512,3,+/-
07020201,10335,2,+/-
07020202,9832,2,+/-
07020203,17298,2,+/-
07020204,11395,2,+/-
07030301,23870,2,+/-
07030302,9151,2,+/-
07030303,12073,2,+/-
07040401,17126,2,+/-
07040402,2102,2,+/-
07040403,23418,2,+/-
07040404,5057,2,+/-
07040405,10567,2,+/-
07040406,3590,4,+/-
07050501,15872,2,+/-
07050502,7700,2,-
07050503,9106,2,+/-
07050504,5480,2,+/-
07050505,10460,2,+/-
07050506,2209,2,-
07060601,9901,2,-
07060602,4606,2,-
07060603,2740,2,-
07060604,13843,2,+/-
07070701,10408,2,+/-
07070702,10151,2,+/-
07070703,7480,2,+/-
07070704,8128,4,-
07070705,7008,2,+/-
07070706,3723,2,+/-
07070707,2823,1,-
08010115,867,2,-
08010116,3524,3,+/-
08010117,16108,3,+
08010118,11773,4,+
08010211,10204,3,+/-
08010212,7474,4,+/-
08010213,12812,3,+/-
08010214,8249,4,+/-
08010301,28139,2,+/-
08010302,3780,3,+/-
08010303,8552,3,+/-
08010404,23397,3,+
08010405,9035,2,+
08010406,7031,4,+/-
08010407,801,2,+
08010508,5474,4,+/-
08010509,9508,4,-
08010510,383,2,+
08020619,10579,2,+/-
08020620,9226,3,+/-
08020621,2318,1,-
08020622,14195,2,+/-
08020623,1264,2,+/-
08020624,1142,2,+/-
08020625,3331,2,+/-
08020726,8291,2,+/-
08020727,11436,2,+/-
08020728,8286,2,-
08030829,12327,3,+/-
08030830,7272,2,+/-
08030831,16867,3,+/-
08040932,2757,2,+/-
08040933,3941,2,-
08040934,2686,2,+/-
08041035,7847,2,+/-
08041036,6802,1,+/-
08041037,9632,2,+/-
08041038,6690,1,+/-
08041039,3725,2,+
08041040,7991,2,+/-
09010101,11330,2,+/-
09010102,71,0,0
09010201,4252,2,+/-
09010202,6722,2,+/-
09010301,14704,2,+/-
09010302,2943,1,+/-
09010401,7844,2,+/-
09010402,10737,2,+/-
09020501,6147,3,+/-
09020502,14214,2,+/-
09020601,7437,2,+/-
09020602,3434,2,+/-
09020701,508,2,+
09020702,15934,2,+/-
09020801,2881,2,+/-
09020802,7268,3,+/-
09030901,12317,1,+/-
09030902,5827,4,+/-
09030903,7800,2,+/-
09031001,12240,2,+/-
09031101,5649,2,+/-
09031201,1764,1,+/-
09031202,2351,1,-
09041301,13933,2,+/-
09041302,1792,1,+/-
09041401,4845,2,+/-
09041402,1480,2,+/-
09041501,7173,2,+
09041601,6522,1,+/-
09051701,3522,1,+/-
09051702,14383,2,+/-
09051801,9041,1,+/-
09051901,10075,2,+/-
09052001,12300,2,+/-
10010101,5545,3,+
10010102,17726,4,+/-
10010203,788,0,0
10010204,10220,3,+
10010205,8035,3,+/-
10010206,16406,2,+/-
10010207,10655,2,+/-
10010308,2148,2,+/-
10010309,14403,2,+/-
10010310,17603,2,+/-
10010311,2944,2,+
10020412,6617,4,+/-
10020413,14967,3,+/-
10020414,1658,2,+
10020415,5304,4,+/-
10020416,5406,4,+
10020517,8786,2,+
10020518,5045,2,+/-
10020519,5799,4,+
10020620,3357,2,+
10020621,5915,3,-
10020622,8717,2,+/-
10020623,6507,2,+/-
10030724,7728,1,+/-
10030725,5810,2,+/-
10030726,2844,1,+/-
10030727,9188,1,+/-
10040828,7609,2,+/-
10040829,3583,1,+/-
10040830,7426,1,+/-
10040931,9124,1,+/-
10040932,3905,1,+/-
10040933,14405,1,+/-
11010101,560,2,-
11010102,2562,1,-
11010103,1285,1,+/-
11010204,8818,4,-
11010205,6670,3,+/-
11010206,5853,2,+/-
11010207,6882,2,+/-
11010308,10996,3,+/-
11010309,9551,3,+/-
11010310,5237,2,+
11020411,7779,2,-
11020412,6088,2,+/-
11020513,3390,1,+/-
11020514,8286,2,+/-
11020515,14317,2,+/-
11020516,3705,1,+/-
11030617,6124,3,+
11030618,15750,2,+/-
11030619,10596,2,+/-
11030720,5128,2,+/-
11030721,21946,2,+/-
11030824,10004,2,+/-
11040925,3553,2,+/-
11040926,27214,2,+/-
11041022,5088,3,-
11041023,5902,2,+
11041027,2738,2,+
11041128,24697,2,+/-
11051229,3420,2,+/-
11051330,8240,2,+/-
11051331,9595,1,+/-
11051332,6491,1,+/-
12103115,7449,3,+/-
12103116,9180,3,-
12103117,10039,3,+/-
12103218,13017,3,-
12103219,8551,3,+/-
12103220,4588,2,+/-
12214125,7005,2,+/-
12214126,7551,2,+/-
12214421,2603,2,-
12214422,7688,4,+/-
12214423,5534,2,+/-
12214424,10325,3,+/-
12214527,10380,2,+/-
12214528,253,0,0
12224229,6013,1,+/-
12224230,17860,1,+/-
12231101,16287,1,+/-
12231102,16686,1,+/-
12301203,14476,2,+/-
12301204,6167,2,+/-
12301205,4825,2,+/-
12301206,4969,1,+/-
12302107,3005,2,-
12302108,13526,4,+/-
12302109,11183,4,+/-
12302110,9957,4,-
12302211,3280,2,+/-
12302212,5472,4,-
12304313,6452,2,+/-
12304314,9679,2,+/-
