id,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
02040703,855,0.10604,0.17419,1.24093,1.42939,2.95055,0.76368,mittel,-0.1723
02050601,8752,0.24263,-0.27533,-0.30658,-0.3008,-0.64008,-0.16567,mittel,0.38931
02050602,19631,0.03338,-0.41246,-0.29567,-0.54144,-1.21619,-0.31478,mittel,0.13019
02050801,18811,0.05742,-0.32073,-0.07732,-0.06064,-0.40127,-0.10386,mittel,-0.05345
02050802,19841,-0.39329,-0.73268,-0.50871,-0.70049,-2.3351699999999997,-0.60441,mittel,-0.21403
02050803,6632,-0.03313,-0.31017,-0.14336,0.04604,-0.44062,-0.11404,mittel,-0.06755
02050804,3500,-1.37732,-1.44,-1.01608,-1.1882,-5.0216,-1.29973,hoch,0.12366
03010101,3297,0.17492,0.08602,-0.36541,-0.58672,-0.69119,-0.1789,mittel,-0.89082
03010102,11207,0.96563,1.26217,0.43331,0.76174,3.4228500000000004,0.88593,mittel,-0.29527
03010104,213,0,0,0,0,0,0,0,0
03020203,2069,-0.40332,0.15239,-1.02587,-0.96877,-2.2455700000000003,-0.58121,mittel,-0.57806
03020209,14031,-0.88658,-0.85341,-0.81373,-0.98825,-3.54197,-0.91676,mittel,-0.37429
03020210,10429,-0.7228,-0.53742,-0.74889,-0.93857,-2.9476799999999996,-0.76294,mittel,0.1208
03020307,17218,-0.80534,-0.7127,-0.66042,-0.77329,-2.9517500000000005,-0.76399,mittel,-0.27044
03030405,10576,-0.6029,-0.62849,-0.34544,-0.44234,-2.01917,-0.52262,mittel,-0.28132
03030406,8157,-1.27666,-1.19159,-1.15336,-1.16263,-4.78424,-1.23829,hoch,0.52649
03030711,6745,-1.28667,-1.08393,-1.09892,-1.18621,-4.65573,-1.20503,hoch,-0.26091
03030715,6583,-0.91872,-0.67363,-0.94058,-0.96787,-3.5008,-0.9061,mittel,0.37578
03030716,1128,-1.01538,-1.28144,-1.14942,-1.11405,-4.56029,-1.18033,hoch,1.63966
03040508,4587,-1.04927,-0.96572,-0.75347,-0.79911,-3.56757,-0.92338,mittel,-0.01534
03040512,9520,-0.72875,-0.54151,-0.83173,-0.93143,-3.0334199999999996,-0.78513,mittel,0.41111
03040513,3357,-0.99833,-0.78483,-1.08203,-1.32245,-4.18764,-1.08388,hoch,-0.05323
03040614,34233,-0.30929,-0.29907,-0.51707,-0.70825,-1.8336800000000002,-0.47461,mittel,-0.05591
03040818,33714,-0.18921,-0.25312,-0.41746,-0.49844,-1.35823,-0.35155,mittel,-0.20105
03050919,5320,-0.23787,-0.38195,-0.40715,-0.48685,-1.51382,-0.39182,mittel,-1.32401
03050920,7024,-0.27974,-0.14387,-0.49645,-0.6562,-1.57626,-0.40798,mittel,-1.05047
03050923,8772,0.44117,0.83745,-0.30382,-0.54795,0.42685000000000006,0.11048,mittel,-0.06242
03050924,5647,0.82437,0.91651,-0.15219,-0.38573,1.20296,0.31136,mittel,-0.34224
03050925,8679,-0.12359,-0.0336,-0.32261,-0.58623,-1.06603,-0.27592,mittel,-0.0721
03051017,4123,-0.06108,-0.21163,-0.32456,-0.34398,-0.9412499999999999,-0.24362,mittel,0.33847
03051021,6484,0.65713,0.80485,-0.22849,0.04065,1.27414,0.32978,mittel,-0.17742
03051022,4518,-0.18598,0.29486,-0.14821,0.33866,0.29933,0.07747,mittel,-0.90266
03061126,14997,-0.22676,-0.44431,-0.59629,-0.86863,-2.13599,-0.55285,mittel,-0.30919
03061131,10185,-0.44755,-0.62177,-0.7411,-1.07045,-2.88087,-0.74565,mittel,0.15373
03061227,14413,-0.32445,-0.57379,-0.63639,-0.78143,-2.31606,-0.59946,mittel,0.41786
03061228,12386,0.12418,0.03506,-0.32418,-0.2262,-0.39114000000000004,-0.10124,mittel,-1.08606
03061332,22245,-0.33446,-0.45183,-0.60664,-0.91516,-2.30809,-0.5974,mittel,0.14425
03061429,10163,0.69758,1.16326,-0.16153,0.49642,2.19573,0.56831,mittel,-0.37687
03061430,2971,2.24555,1.91608,-0.05316,0.10491,4.213380000000001,1.09054,niedrig,1.80959
03061434,6078,0.04505,-0.02852,-0.42147,-0.65393,-1.05887,-0.27406,mittel,-0.22622
03061435,3925,0.75608,0.91621,0.10346,0.26193,2.03768,0.52741,mittel,-0.63818
03061441,2342,-1.56755,-1.68658,-1.31161,-1.37949,-5.9452300000000005,-1.53879,hoch,0.61375
03071536,10661,-0.65712,-0.84032,-0.76318,-0.92937,-3.1899900000000003,-0.82566,mittel,0.25322
03071537,14511,-0.68978,-0.79408,-0.77364,-1.0267,-3.2842,-0.85004,mittel,0.07049
03071633,2736,0.77356,0.82868,0.20642,-0.19616,1.6125000000000003,0.41736,mittel,1.71364
03071638,16800,-0.55345,-0.62617,-0.71815,-0.91444,-2.81221,-0.72788,mittel,0.03596
03071639,12323,-0.48563,-0.72574,-0.72332,-1.02123,-2.95592,-0.76507,mittel,0.30196
04010101,10339,1.60283,2.1226,0.84334,1.38118,5.949949999999999,1.54001,sehr niedrig,0.18698
04010102,772,0.16183,0.23918,-0.46325,0.69826,0.63602,0.16462,mittel,3.15947
04010103,7631,1.58671,1.97877,1.46583,1.36584,6.39715,1.65576,sehr niedrig,0.71269
04020204,115,0,0,0,0,0,0,0,0
04020205,1264,-1.23582,-1.69897,-1.18608,-1.10439,-5.2252600000000005,-1.35244,hoch,0.97613
04020206,2570,-0.71429,-0.45307,-0.78093,-0.44232,-2.39061,-0.61876,mittel,0.21665
04020207,2624,-1.21594,-1.31489,-1.09292,-1.16323,-4.78698,-1.239,hoch,0.23423
04020208,2846,-1.17803,-1.05868,-0.99154,-1.15778,-4.38603,-1.13522,hoch,0.44144
04020209,3128,-1.93842,-2.02896,-1.30931,-1.33132,-6.60801,-1.71033,hoch,0.37981
04020310,600,-1.38041,-0.94562,-1.03972,-1.40914,-4.77489,-1.23587,hoch,-1.61143
04020311,14153,-0.74028,-0.45755,-0.78213,-0.80891,-2.78887,-0.72184,mittel,0.51522
04020312,5036,-0.83421,-0.80586,-0.83221,-1.03174,-3.50402,-0.90694,mittel,0.41201
04020313,7346,-0.55529,-0.54715,-0.40586,-0.30814,-1.8164400000000003,-0.47014,mittel,-0.2619
04020314,9,0,0,0,0,0,0,0,0
04030415,2750,1.08805,1.70594,0.79427,1.03713,4.62539,1.19718,niedrig,0.77952
04030416,10276,0.27248,0.48937,0.48418,0.00404,1.25007,0.32355,mittel,0.28002
04030417,10758,-0.44024,-0.32582,-0.29899,-0.50818,-1.5732299999999997,-0.40719,mittel,0.24555
04030518,9313,0.34434,0.53087,0.14782,0.21572,1.2387499999999998,0.32062,mittel,0.55784
04030519,5597,0.26455,0.62367,0.27974,0.79195,1.9599099999999998,0.50728,mittel,0.20824
04030620,8480,-0.12262,0.18659,0.04311,0.05929,0.16637000000000002,0.04306,mittel,0.22379
04030621,2984,0.16783,0.76358,0.2659,0.43362,1.6309300000000002,0.42213,mittel,-0.27001
04030622,10186,0.26829,0.29581,0.1881,0.18878,0.9409799999999999,0.24355,mittel,0.61074
04030623,4544,0.23451,0.67714,0.32726,0.33538,1.57429,0.40747,mittel,0.59273
04030724,6294,-0.26995,-0.0096,-0.39838,-0.47266,-1.15059,-0.2978,mittel,0.26348
04030725,11822,-0.39511,-0.21481,-0.59873,-0.72575,-1.9344000000000001,-0.50068,mittel,0.92637
04030726,5407,-0.33266,-0.18151,-0.48512,-0.55394,-1.55323,-0.40202,mittel,0.46441
04030827,11852,-0.04506,0.43635,-0.03198,-0.00124,0.35807,0.09268,mittel,-0.09391
04030828,9315,-0.53753,-0.56343,-0.50558,-0.52386,-2.1304,-0.55141,mittel,0.85759
04030929,5838,-0.8171,-0.54498,-0.62621,-0.90557,-2.89386,-0.74901,mittel,-0.17684
04030930,5444,-1.03142,-0.58684,-0.73522,-0.8612,-3.2146800000000004,-0.83205,mittel,-0.2593
04030931,3432,-0.52342,-0.45098,-0.48367,-0.62649,-2.0845599999999997,-0.53954,mittel,0.54015
04031032,14638,-0.36699,-0.0314,-0.48813,-0.61349,-1.50001,-0.38824,mittel,0.3287
04041133,44,0,0,0,0,0,0,0,0
04041134,4979,-0.92126,-0.71561,-0.73524,-0.96274,-3.3348500000000003,-0.86315,mittel,0.58509
04041135,2762,-1.49748,-1.35524,-1.14196,-1.30014,-5.29482,-1.37044,hoch,0.95215
04041136,2990,-1.55822,-1.51452,-1.10026,-1.25435,-5.427350000000001,-1.40475,hoch,-0.34622
04041137,7729,-0.50379,-0.14407,-0.4524,-0.44791,-1.54817,-0.40071,mittel,0.18014
04041238,5597,-0.77911,-0.35753,-0.64835,-0.71848,-2.50347,-0.64797,mittel,0.04701
04041239,186,0,0,0,0,0,0,0,0
04041240,1551,-1.56188,-1.72199,-1.30106,-1.40914,-5.99407,-1.55143,hoch,0.5562
04041241,6952,-1.12927,-0.77325,-0.94532,-1.18762,-4.0354600000000005,-1.04449,hoch,0.16985
04041342,3974,-0.50284,0.08063,-0.31889,-0.34991,-1.09101,-0.28238,mittel,-0.6541
04041343,3540,-0.58689,-0.46128,-0.68135,-0.83911,-2.5686299999999997,-0.66483,mittel,0.85391
04041344,10660,-0.85166,-0.6388,-0.6949,-0.81003,-2.9953900000000004,-0.77529,mittel,0.60181
04051445,6116,0.03258,0.28137,-0.19543,-0.10573,0.01279000000000001,0.00331,mittel,0.51194
04051446,10449,-0.66459,-0.32189,-0.5524,-0.64352,-2.1824,-0.56486,mittel,0.2921
04051447,5173,-0.10586,-0.02203,-0.45019,-0.45134,-1.02942,-0.26644,mittel,0.78275
04051448,8915,-0.32082,0.19377,-0.5183,-0.50046,-1.14581,-0.29657,mittel,0.48162
04051549,4227,0.042,0.43228,-0.35114,-0.3751,-0.25196,-0.06521,mittel,0.52243
04051550,5371,-0.34134,-0.05815,-0.28123,-0.3034,-0.98412,-0.25472,mittel,0.23854
04051551,4270,-0.25701,-0.07524,-0.19956,-0.25712,-0.78893,-0.2042,mittel,-0.28255
04051652,9490,-0.5296,-0.34252,-0.63286,-0.8085,-2.31348,-0.59879,mittel,1.03468
04051653,6623,-0.21019,-0.13468,-0.5338,-0.75035,-1.6290200000000001,-0.42163,mittel,0.76761
04051654,2941,-0.37112,-0.02796,-0.64381,-0.93507,-1.97796,-0.51195,mittel,0.56283
04051655,6911,-0.17875,-0.18324,-0.23105,-0.4573,-1.05034,-0.27186,mittel,0.40348
04051656,7474,-0.54019,-0.51486,-0.63457,-0.74066,-2.43028,-0.62902,mittel,0.4126
04061757,67,0,0,0,0,0,0,0,0
05010101,9959,-0.23135,-0.41442,-0.08158,0.03043,-0.69692,-0.18038,mittel,-0.43282
05010102,5671,0.32228,0.21715,0.15394,0.65079,1.34416,0.34791,mittel,-1.0703
05010103,7413,-0.31442,-0.13534,-0.46784,-0.40275,-1.32035,-0.34174,mittel,0.01564
05010204,3142,1.74156,1.19361,1.48609,1.59224,6.0135000000000005,1.55646,sehr niedrig,-0.6709
05010205,1906,-1.36673,-1.08592,-0.97526,-0.81728,-4.24519,-1.09877,hoch,0.55018
05010206,9945,1.31264,1.34327,0.80939,0.93959,4.40489,1.14011,niedrig,-0.91548
05010207,11116,1.75606,1.60784,1.88038,1.49155,6.73583,1.74342,sehr niedrig,-0.92355
05010208,7464,1.5887,1.50981,1.23932,1.50733,5.84516,1.51289,sehr niedrig,-0.98199
05010209,6014,-0.38882,-0.50068,-0.38797,-0.23543,-1.5129,-0.39158,mittel,0.52176
05010310,3761,1.12355,0.90597,1.01022,1.15045,4.19019,1.08454,niedrig,-1.44771
05010311,5500,1.26234,1.49606,1.36724,1.37733,5.5029699999999995,1.42432,niedrig,-2.1596
05010312,6770,1.91658,1.66116,1.89064,1.69609,7.16447,1.85436,sehr niedrig,-1.33985
05010313,6497,1.42914,1.70306,0.92224,1.12883,5.183269999999999,1.34157,niedrig,0.00466
05010314,11671,1.00376,1.0275,0.83299,0.95648,3.82073,0.98891,mittel,-1.3166
05010339,448,1.07129,2.55869,-0.4519,-0.66403,2.5140499999999997,0.6507,mittel,1.30278
05020415,3900,-1.50505,-1.59416,-1.20103,-1.21809,-5.518330000000001,-1.42829,hoch,0.04467
05020416,1736,-0.56188,-0.93106,-0.51424,-0.36159,-2.36877,-0.6131,mittel,-0.26985
05020417,5709,-0.67217,-0.64211,-0.75621,-0.7251,-2.7955900000000002,-0.72358,mittel,0.66036
05020418,3971,-0.11353,-0.20789,-0.46342,-0.7046,-1.48944,-0.38551,mittel,-0.83758
05020419,6897,1.57199,1.47295,0.80232,1.28035,5.12761,1.32717,niedrig,0.19852
05020420,929,-0.95428,-1.29778,-0.78398,-0.88229,-3.91833,-1.01417,hoch,-0.47973
05020521,2876,-1.21124,-1.28293,-0.81926,-0.94471,-4.25814,-1.10212,hoch,-0.18644
05020522,7117,2.04722,1.81437,2.08191,1.80664,7.75014,2.00595,sehr niedrig,-0.1464
05020523,11613,2.74478,2.84389,3.06576,2.2671,10.92153,2.82679,sehr niedrig,-1.2808
05020524,6082,-0.6859,-0.43249,-0.74856,-0.63884,-2.50579,-0.64857,mittel,0.29112
05020625,7417,0.52826,0.10953,0.36274,0.80006,1.80059,0.46604,mittel,-0.34112
05020626,17174,0.98269,0.9055,0.56142,0.73753,3.18714,0.82492,mittel,-0.43193
05020627,3889,0.9433,0.97671,1.17708,1.28943,4.38652,1.13535,niedrig,0.6223
05020628,1985,0.58536,1.06723,-0.00377,0.64919,2.29801,0.59479,mittel,0.27161
05020629,4370,-0.9385,-1.0972,-1.07771,-1.26382,-4.37723,-1.13295,hoch,0.73309
05030730,3786,-0.54461,-0.63297,-0.01493,-0.30028,-1.4927900000000003,-0.38637,mittel,-0.28858
05030731,11499,1.27123,1.17374,0.96183,1.25957,4.666370000000001,1.20778,niedrig,-0.7103
05030832,11346,0.51689,0.37679,0.62648,0.75425,2.27441,0.58868,mittel,-0.74235
05030833,1407,-1.54702,-1.61957,-1.03607,-1.13419,-5.33685,-1.38132,hoch,-0.43861
05040934,3984,-1.58747,-1.50821,-1.15608,-1.2433,-5.4950600000000005,-1.42227,hoch,0.19124
05040935,418,0.57404,0.06846,-0.6044,-1.40914,-1.3710400000000003,-0.35486,mittel,0.1397
05040936,9324,-1.40322,-1.46909,-1.23441,-1.27174,-5.37846,-1.39209,hoch,0.56882
05040937,2148,-1.67268,-1.44487,-1.26016,-1.32804,-5.70575,-1.4768,hoch,0.17992
05040938,3565,-1.28838,-1.41876,-1.10736,-0.9339,-4.7484,-1.22902,hoch,0.90244
06010101,6820,-1.20136,-1.06639,-1.02781,-1.07247,-4.36803,-1.13057,hoch,0.12961
06010102,8755,-0.4448,-0.22181,-0.49023,-0.48675,-1.6435899999999999,-0.42541,mittel,1.12165
06010103,6334,-0.40771,-0.33098,-0.65806,-0.66309,-2.05984,-0.53314,mittel,0.77145
06010204,6830,0.08471,0.34112,-0.2374,-0.17027,0.01815999999999998,0.0047,mittel,0.73017
06010205,9627,-0.08728,-0.13046,-0.37766,-0.36381,-0.9592099999999999,-0.24827,mittel,0.664
06010206,7638,-0.27798,0.02657,-0.47278,-0.37762,-1.10181,-0.28518,mittel,0.54409
06010207,7863,-0.22589,-0.17476,-0.44661,-0.32286,-1.17012,-0.30286,mittel,0.69584
06010208,6433,-0.23368,-0.35553,-0.42193,-0.53504,-1.54618,-0.40019,mittel,0.01878
06010209,9055,-0.26206,-0.17272,-0.40963,-0.36758,-1.2119900000000001,-0.3137,mittel,0.31395
06010210,4887,-0.02532,0.09575,-0.33525,-0.30527,-0.57009,-0.14755,mittel,-0.084
06020301,4985,-0.08063,0.16946,-0.33776,-0.48417,-0.7331,-0.18975,mittel,0.98095
06020302,5391,-0.59132,-0.49507,-0.78216,-0.66492,-2.53347,-0.65573,mittel,0.81898
06020303,7249,0.45628,0.798,-0.06604,0.12882,1.31706,0.34089,mittel,1.48345
06020304,6887,0.15769,0.3722,-0.20684,-0.06872,0.25432999999999995,0.06583,mittel,0.42504
06020305,11139,0.22686,0.39346,0.05074,0.22996,0.9010199999999999,0.23321,mittel,0.14037
06020306,6415,-0.80366,-0.66861,-0.78625,-0.68709,-2.94561,-0.7624,mittel,0.9484
06020407,4824,1.26614,1.55134,0.94217,1.59975,5.3594,1.38716,niedrig,0.75711
06020408,6477,-0.08918,0.14015,-0.28781,-0.05439,-0.29123,-0.07538,mittel,0.69429
06020409,8222,-0.47998,-0.29252,-0.75943,-0.7111,-2.24303,-0.58056,mittel,0.36632
06020410,6884,-0.98431,-0.82626,-0.96089,-1.05108,-3.82254,-0.98938,mittel,0.67437
06020411,8445,-0.85006,-0.28455,-0.77102,-0.78416,-2.6897900000000003,-0.69619,mittel,0.31357
06030501,5582,-1.1198,-1.15872,-0.95237,-0.90253,-4.13342,-1.06984,hoch,0.60342
06030502,5450,-0.14474,-0.12354,-0.45425,-0.24188,-0.96441,-0.24962,mittel,1.2703
06030503,11272,-0.77925,-0.6612,-0.70172,-0.69847,-2.84064,-0.73524,mittel,0.71298
06030504,10958,-1.27494,-1.42491,-1.06816,-1.09799,-4.866,-1.25945,hoch,0.84881
06030605,6933,-0.55377,-0.17659,-0.7709,-0.70125,-2.20251,-0.57007,mittel,0.88907
06030606,5275,-0.14336,0.25942,-0.49492,-0.51337,-0.8922300000000001,-0.23093,mittel,0.29852
06030607,3241,-1.18494,-1.1763,-0.9921,-0.85558,-4.20892,-1.08938,hoch,0.86257
06030608,11970,-1.24872,-1.09389,-1.17188,-1.29293,-4.8074200000000005,-1.24429,hoch,0.48076
06030609,11847,-0.64129,-0.47531,-0.7953,-0.7615,-2.6734,-0.69195,mittel,0.83203
06030610,8159,-1.22021,-1.04106,-1.05297,-1.16282,-4.47706,-1.15879,hoch,0.60884
06040701,9631,-1.35292,-1.34968,-1.13798,-1.21823,-5.05881,-1.30936,hoch,0.68551
06040702,5360,-1.40269,-1.37605,-1.02837,-1.22785,-5.03496,-1.30319,hoch,0.59414
06040703,10716,-1.32877,-1.29236,-1.12734,-1.21016,-4.95863,-1.28343,hoch,0.87616
06040804,7483,-1.38759,-1.30044,-1.2402,-1.28699,-5.21522,-1.34984,hoch,0.90852
06040805,5278,-1.29292,-1.22964,-1.05532,-1.14063,-4.71851,-1.22128,hoch,0.73094
06040806,7227,-1.25116,-1.09264,-1.09539,-1.23085,-4.67004,-1.20873,hoch,0.79724
06040807,5753,-0.9496,-0.98097,-0.92972,-1.10388,-3.96417,-1.02604,hoch,0.98052
06040808,4150,-1.48766,-1.60721,-1.1883,-1.25282,-5.53599,-1.43287,hoch,0.46608
06040809,4969,-1.77623,-1.86298,-1.22406,-1.31767,-6.18094,-1.5998,hoch,0.38617
06040810,6854,-1.68125,-1.57615,-1.30926,-1.37774,-5.9444,-1.53857,hoch,0.59746
07010101,9397,-0.06445,-0.02053,-0.18545,-0.44712,-0.71755,-0.18572,mittel,0.75312
07010102,15450,0.54456,0.70865,0.82272,0.7268,2.80273,0.72542,mittel,0.50853
07010103,9956,-0.39328,-0.47938,-0.29104,-0.49233,-1.65603,-0.42863,mittel,0.14775
07010104,13512,0.98777,1.22443,1.23624,0.96206,4.4105,1.14156,niedrig,0.07203
07020201,10335,-0.25477,-0.32023,-0.44136,-0.50638,-1.52274,-0.39413,mittel,0.63618
07020202,9832,0.1074,-0.09925,-0.04922,-0.03674,-0.07781000000000002,-0.02014,mittel,0.77774
07020203,17298,0.27913,0.33887,0.25838,0.06571,0.94209,0.24384,mittel,0.21623
07020204,11395,0.12095,-0.06667,-0.0316,-0.08449,-0.06180999999999999,-0.016,mittel,0.35961
07030301,23870,-0.92831,-0.98246,-0.79158,-0.94359,-3.64594,-0.94367,mittel,0.52177
07030302,9151,-0.70338,-0.62685,-0.62191,-0.8146,-2.76674,-0.71611,mittel,0.62716
07030303,12073,0.26977,0.48874,0.32438,0.23286,1.31575,0.34055,mittel,0.05345
07040401,17126,0.10364,0.00857,-0.04979,-0.21033,-0.14790999999999999,-0.03828,mittel,0.75771
07040402,2102,0.60532,1.02699,0.28066,0.63012,2.5430900000000003,0.65822,mittel,-1.24483
07040403,23418,0.35058,0.39097,0.25295,0.48624,1.48074,0.38326,mittel,0.2764
07040404,5057,0.05213,0.2955,-0.111,-0.00712,0.22951000000000002,0.0594,mittel,0.39914
07040405,10567,0.65918,0.64689,0.43434,0.72739,2.4678,0.63873,mittel,1.12653
07040406,3590,2.1842,2.19529,1.56257,1.83152,7.773580000000001,2.01201,sehr niedrig,-0.1519
07050501,15872,0.62187,0.59382,0.34603,0.6342,2.19592,0.56836,mittel,0.11395
07050502,7700,0.93187,0.67606,0.10137,0.36956,2.07886,0.53807,mittel,1.28346
07050503,9106,0.33937,0.35,-0.03364,0.21636,0.87209,0.22572,mittel,0.30295
07050504,5480,0.51996,0.64008,0.08611,0.04288,1.28903,0.33364,mittel,1.35688
07050505,10460,-0.36217,-0.28309,-0.48929,-0.28055,-1.4151,-0.36627,mittel,1.07459
07050506,2209,-1.06872,-0.64197,-1.07082,-0.93515,-3.71666,-0.96197,mittel,0.75849
07060601,9901,0.84912,0.60909,0.63386,0.63005,2.7221200000000003,0.70456,mittel,2.17852
07060602,4606,-0.83588,-0.82886,-0.87144,-0.89791,-3.43409,-0.88884,mittel,0.78738
